"Fish_ID_Revised","Fish_ID","GillClip_ID_Revised","GillClip_ID","Collection_Date","Processing_Date","Col_Location_Lat","Col_Location_Long","site","Fish_Wt","Fish_Leng_1","Fish_Leng_1_tape","Fish_Leng_2","Fish_Leng_2_tape","Fish_Ht","Fish_Ht_tape","Fish_Wdth","Fish_Grth","Sex","Gonad_Wt","DWP.","Fem_Fecun_1_num","Fem_Fecun_1_wt","Fem_Fecun_2_num","Fem_Fecun_2_wt","Fem_Fecun_3_num","Fem_Fecun_3_wt","Fem_Egg_Sz_1","Fem_Egg_Sz_2","Fem_Egg_Sz_3","Carcass.guts_Wt","Oto_Well_ID","Strontium_marked_Y.N","Scales_Y.N","Scales_num","Fish_Ground_Y.N","Gonad_Saved_Y.N","Gonad_Saved_wt","Fat_Meter_1._L","Fat_Meter_1._R","Fat_Meter_2._L","Fat_Meter_2._R","Fat_Meter_3._L","Fat_Meter_3._R","Fat_Meter_4._L","Fat_Meter_4._R","Dissect_Comments","Date_LabDryStart","Fish.BagWt_g","Date_LabDryFinal","DryFish.BagWt_g","Pwater","Pdry","Dry_Comments","Date_BCProcess","Bomb_ID_1","Bomb_PelletWt_g_1","EE_Value_1","EnergyDensity_mJ.kg_1","EnergyPDry_2","Bomb_ID_2","Bomb_PelletWt_g_2","EE_value_2","EnergyDensity_mJ.kg_2","EnergyPDry_2.1","Bomb_ID_3","Bomb_PelletWt_g_3","EE_value_3","EnergyDensity_mJ.kg_3","EnergyPDry_3","Bomb_ID_4","Bomb_PelletWt_g_4","EE_value_4","EnergyDensity_mJ.kg_4","EnergyPDry_4","BC_comments"
"LL-7-2020","LL--20-7","LL-7-20","LL-20-7","8/31/2020","9/26/2020",61.37920879,-143.30712995,"LL",2.102,47,NA,4.6,NA,10.7,NA,6,27,"F","0.15","Fin clip 37",NA,NA,NA,NA,NA,NA,4.7,NA,NA,1.852,"2-D1","N","Y","7","Y","Y",0.072,1.7,"0.8",1.7,1.1,0.9,0.7,1.3,0.8,"","1/15/2021",122.2,"1/21/2021",32.8,0.7316,0.2684,NA,"2/25/2021",4,0.3075,923.3249,23.2044,6.228349591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"LL-8-2020","LL-20-8","LL-8-20","LL-20-8","8/31/2020","9/26/2020",61.37920879,-143.30712995,"LL",1.976,48.2,NA,4.4,NA,10.7,NA,5.5,28,"F","0.138","Fin clip 39",NA,NA,NA,NA,NA,NA,4.7,NA,NA,1.724,"2-D3 ","N","Y","7","Y","Y",0.07,1.3,"0.8",1.5,0.7,1.3,0.6,0.9,0.7,"","1/15/2021",118.3,"1/21/2021",31.2,0.7363,0.2637,NA,"2/25/2021",2,0.3495,955.4635,22.4827,5.929503297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"LL-9-2020","LL-20-9","LL-9-20","LL-20-9","8/31/2020","9/26/2020",61.37920879,-143.30712995,"LL",1.312,40.5,NA,3.9,NA,9.8,NA,4.7,24.5,"F","0.086","Fin clip 32",NA,NA,NA,NA,NA,NA,4.6,NA,NA,1.154,"2-C8 one missing","N","Y","6","Y","Y",0.044,1.4,"1.5",1.3,0.8,2.2,1,0.8,0.7,"","1/15/2021",114.8,"1/21/2021",30.8,0.7317,0.2683,NA,"2/25/2021",4,0.3103,923.3249,22.7512,6.103980488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"LL-10-2020","LL-20-10","LL-10-20","LL-20-10","8/31/2020","9/26/2020",61.37920879,-143.30712995,"LL",1.972,45.7,NA,4.6,NA,10.4,NA,6.2,26.4,"F","0.132","Fin clip 33",NA,NA,NA,NA,NA,NA,4.3,NA,NA,1.748,"2-C9 ","N","Y","7","Y","Y",0.07,2.1,"1.4",1.5,1.3,1.5,1,2.1,2.1,"","1/15/2021",101.8,"1/21/2021",29,0.7151,0.2849,NA,"2/25/2021",2,0.2688,955.4635,24.6991,7.036089391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"11/24/2020",4,1.0302,936.7927,26.0701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benzoic Acid Standard"
"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"11/24/2020",2,0.9889,933.1738,27.0918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benzoic Acid Standard"
"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"10/8/2020",4,0.9939,921.572,26.5047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benzoic Acid Standard"
"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"10/8/2020",2,1.0131,926.5346,26.3577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benzoic Acid Standard"
"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"10/8/2020",4,1.0345,918.6347,26.5902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benzoic Acid Standard"
"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"10/8/2020",4,1.0109,925.2153,26.3993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benzoic Acid Standard"
"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"11/5/2020",4,1.0304,913.33,26.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benzoic Acid Standard"
"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"11/5/2020",2,1.0063,922.2063,26.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benzoic Acid Standard"
"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"11/15/2020",2,0.9864,916.4766,27.5901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benzoic Acid Standard"
"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"11/15/2020",4,1.0191,920.3539,26.5401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benzoic Acid Standard"
"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"2/5/2021",4,0.9827,970.6813,25.1508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benzoic Acid Standard"
"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"2/5/2021",2,1.0075,940.3353,26.8835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benzoic Acid Standard"
"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"2/5/2021",4,1.0187,932.8443,26.1814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benzoic Acid Standard"
"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"2/5/2021",2,0.9852,928.4594,27.2307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benzoic Acid Standard"
"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"2/16/2021",4,0.9785,947.0601,25.7845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benzoic Acid Standard"
"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"2/16/2021",2,0.9953,925.9781,27.3043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benzoic Acid Standard"
"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"2/18/2021",4,1.0069,924.3966,26.4229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benzoic Acid Standard"
"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"2/18/2021",2,0.9944,918.2603,27.5359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benzoic Acid Standard"
