Fish_ID_Revised,Fish_ID,GillClip_ID_Revised,GillClip_ID,Collection_Date,RunTimingGroup,Collection_Location,Processing_Date,Col_Location_Lat,Col_Location_Long,Fish_Wt,Fish_Leng_1,Fish_Leng_1_tape,Fish_Leng_2,Fish_Leng_2_tape,Fish_Ht,Fish_Ht_tape,Fish_Wdth,Fish_Grth,Sex,Gonad_Wt,DWP#,Fem_Fecun_1_num,Fem_Fecun_1_wt,Fem_Fecun_2_num,Fem_Fecun_2_wt,Fem_Fecun_3_num,Fem_Fecun_3_wt,Fem_Egg_Sz_1,Fem_Egg_Sz_2,Fem_Egg_Sz_3,Carcass-guts_Wt,Oto_Well_ID,Strontium_marked_Y/N,Scales_Y/N,Scales_num,Fish_Ground_Y/N,Gonad_Saved_Y/N,Gonad_Saved_wt,Fat_Meter_1%_L,Fat_Meter_1%_R,Fat_Meter_2%_L,Fat_Meter_2%_R,Fat_Meter_3%_L,Fat_Meter_3%_R,Fat_Meter_4%_L,Fat_Meter_4%_R,Dissect_Comments,SpawnStatus,Date_LabDryStart,Fish+BagWt_g,Date_LabDryFinal,DryFish+BagWt_g,Pwater,Pdry,Dry_Comments,Date_BCProcess,Bomb_ID_1,Bomb_PelletWt_g_1,EE_Value_1,EnergyDensity_mJ/kg_1,EnergyPDry_1,Bomb_ID_2,Bomb_PelletWt_g_2,EE_value_2,EnergyDensity_mJ/kg_2,EnergyPDry_2,Bomb_ID_3,Bomb_PelletWt_g_3,EE_value_3,EnergyDensity_mJ/kg_3,EnergyPDry_3,Bomb_ID_4,Bomb_PelletWt_g_4,EE_value_4,EnergyDensity_mJ/kg_4,EnergyPDry_4,BC_comments,Collection_RiverMile_m,Collection_Region
CC-40-2019,CC40-2019,CC-40-19,CC40,2019-06-19,Middle,Canyon Creek,8/8/19,61.40097,-144.51765,1.66,41.5,42.8,3.5,4.2,11,12.8,5.6,27.5,F,0.186,N/A,48,5.1597,61,6.3251,36,3.9685,4.3,4.4,4.4,1.386,1-G12,N,Y,7,Y,Y,0.08,5.4,5.3,4.7,3.8,3,2.1,1.4,1.3,,,10/17/19,170.4,10/23/19,49.5,0.7095,0.2905,,11/13/19,2,0.2083,923.6164,23.947,6.956434859,,,,,,,,,,,,,,,,,128939.07,
CC-41-2019,CC41-2019,CC-41-19,CC41,2019-07-23,Late,Canyon Creek,8/5/19,61.40097,-144.51765,1.714,41.5,43.4,3.2,3.6,11.3,11.1,6.3,27.6,F,0.248,N/A,47,5.6036,65,6.5207,41,4.417,4.6,4.6,4.8,1.386,1-E1,N,Y,5,Y,Y,0.132,0.7,0.8,0.8,0.7,0.7,0.8,0.7,0.6,,,10/24/19,144,10/30/19,37,0.7431,0.2569,,11/13/19,4,0.1971,923.4282,22.5385,5.791142361,,,,,,,,,,,,,,,,,128939.07,
CC-42-2019,CC42-2019,CC-42-19,CC42,2019-07-23,Late,Canyon Creek,8/2/19,61.40097,-144.51765,1.786,45.1,46.3,4.2,4.5,10.9,13.4,6.3,28.6,F,0.25,N/A,83,7.2886,119,10.9818,95,9.227,4.2,4.4,4.3,1.446,1-D2,N,Y,5,Y,Y,0.134,1,0.9,0.9,0.8,0.8,0.6,0.7,0.6,captured at Haley Creek,,10/24/19,130.9,10/30/19,32.7,0.7502,0.2498,,11/19/19,2,0.2551,923.6164,22.0973,5.520104736,,,,,,,,,,,,,,,,,128939.07,
CC-43-2019,CC43-2019,CC-43-19,CC43,2019-07-23,Late,Canyon Creek,8/7/19,61.40097,-144.51765,1.574,40.8,42.1,3.4,4.3,11.2,11.9,6.9,28,F,0.24,N/A,46,5.5006,58,7.383,54,6.9991,5.3,5.4,4.9,1.248,1- G5,N,Y,5,Y,Y,0.112,0.7,0.8,0.9,1,0.7,1.2,0.7,1.1,,,10/24/19,213.8,10/30/19,53.9,0.7479,0.2521,,11/19/19,4,0.2907,923.4282,22.4857,5.668752245,,,,,,,,,,,,,,,,,128939.07,
CC-44-2019,CC44-2019,CC-44-19,CC44,2019-07-23,Late,Canyon Creek,8/5/19,61.40097,-144.51765,2.102,47.8,48.5,4.3,4.7,11.2,12.8,6,29.2,F,0.13,N/A,87,4.5445,44,5.2954,74,3.7995,4.5,4.2,3.9,1.864,1-D11,N,Y,5,Y,Y,0.6,4.9,5.1,3.5,3.2,1.7,2,1,1.6,1 broken oto,,10/24/19,84.3,10/30/19,25.6,0.6963,0.3037,,11/19/19,2,0.2893,923.6164,25.0205,7.598158956,,,,,,,,,,,,,,,,,128939.07,
CC-45-2019,CC45-2019,CC-45-19,CC45,2019-07-23,Late,Canyon Creek,8/5/19,61.40097,-144.51765,1.812,43.5,47.5,3.7,4.4,10.4,11.4,5.4,26.5,F,0.162,N/A,42,2.7024,33,3.4202,62,4.6541,4.4,4.3,4.5,1.644,1-E5,N,Y,5,Y,Y,0.078,3.9,3.1,3.5,1.9,2.6,1.4,1.1,0.9,,,10/24/19,175.7,10/30/19,50.8,0.7109,0.2891,,11/19/19,4,0.2904,923.4282,25.0417,7.240286625,2,0.2247,923.6164,25.9849,7.512993284,4,0.3112,923.4282,25.0177,7.233347524,,,,,,,128939.07,
CC-46-2019,CC46-2019,CC-46-19,CC46,2019-07-23,Late,Canyon Creek,8/6/19,61.40097,-144.51765,1.5,42.4,42.8,4.6,5.1,10,12.4,5.3,26.1,M,0.046,N/A,,,,,,,,,,1.406,1-F4,N,Y,5,Y,,0.221,8.8,6.9,7,5.5,3,4.2,2.4,2.6,,,10/24/19,141.1,10/30/19,47.3,0.6648,0.3352,,11/19/19,4,0.2748,923.4282,25.2859,8.476421474,,,,,,,,,,,,,,,,,128939.07,
CC-47-2019,CC47-2019,CC-47-19,CC47,2019-07-23,Late,Canyon Creek,8/5/19,61.40097,-144.51765,2.664,49.6,50,6.1,6.4,11.7,14.1,6.9,31.2,M,0.92,N/A,,,,,,,,,,2.464,1-D12,N,Y,5,Y,Y,0.46,1.7,2,1.3,1.7,1.1,1.1,1,0.9,,,10/24/19,154,10/30/19,44,0.7143,0.2857,,11/19/19,2,0.2693,923.1981,23.5531,6.729457143,,,,,,,,,,,,,,,,,128939.07,
CC-48-2019,CC48-2019,CC-48-19,CC48,2019-07-23,Late,Canyon Creek,8/8/19,61.40097,-144.51765,1.708,42.8,43.2,4.1,4.6,10,10.5,5.9,27.1,M,0.04,N/A,,,,,,,,,,1.612,1-H7,Y,Y,5,Y,Y,0.02,9.4,7.6,8.9,7.1,5,4.8,2.8,3.2,,,10/24/19,151.6,10/30/19,45.2,0.7018,0.2982,,11/19/19,4,0.3259,923.4282,24.1216,7.191928232,,,,,,,,,,,,,,,,,128939.07,
CC-49-2019,CC49-2019,CC-49-19,CC49,2019-07-23,Late,Canyon Creek,8/8/19,61.40097,-144.51765,2.092,45.8,46.1,4.3,6,11.3,12,7.2,29.5,M,0.07,N/A,,,,,,,,,,1.934,1-H12,N,Y,5,Y,Y,0.036,1,1,1,1,0.9,0.9,0.7,0.9,,,10/24/19,145,10/30/19,38,0.7379,0.2621,,11/19/19,2,0.2754,923.1981,22.4243,5.876713103,,,,,,,,,,,,,,,,,128939.07,
CC-50-2019,CC50-2019,CC-50-19,CC50,2019-07-23,Late,Canyon Creek,8/6/19,61.40097,-144.51765,1.874,43.3,44.3,5.3,5.6,11.6,14.1,5.6,27.8,M,0.048,N/A,,,,,,,,,,1.74,1-E11,N,Y,6,Y,Y,0.023,1.6,1.8,1.5,1.2,1.4,1,0.8,0.8,,,10/24/19,111.5,10/30/19,30.2,0.7291,0.2709,,11/19/19,4,0.2517,923.4282,24.2294,6.562581883,,,,,,,,,,,,,,,,,128939.07,
CC-51-2019,CC51-2019,CC-51-19,CC51,2019-07-24,Late,Canyon Creek,8/6/19,61.40097,-144.51765,2.312,47.2,47.9,4.4,4.5,10.7,14,7.5,29.1,F,0.214,N/A,55,6.4186,59,6.5743,53,6.754,4.6,4.8,4.8,1.988,1-E8,N,Y,5,Y,Y,0.098,2.2,2.4,2,1.7,1.4,1.7,1.1,1.1,,,10/24/19,145.2,11/3/19,42.8,0.7052,0.2948,,11/25/19,2,0.2445,923.1981,22.8154,6.725200551,,,,,,,,,,,,,,,,,128939.07,
CC-52-2019,CC52-2019,CC-52-19,CC52,2019-07-24,Late,Canyon Creek,8/6/19,61.40097,-144.51765,2.074,47.3,48.1,5.7,6,11.2,12.1,5.7,28.4,M,0.042,N/A,,,,,,,,,,1.964,1-F6,N,Y,5,Y,Y,0.018,2.3,2.2,1.7,1.6,1.6,1.4,1.1,1.4,,,10/24/19,211.2,11/3/19,61.8,0.7074,0.2926,,11/25/19,4,0.261,923.4282,25.0639,7.33403892,,,,,,,,,,,,,,,,,128939.07,
CC-53-2019,CC53-2019,CC-53-19,CC53,2019-07-24,Late,Canyon Creek,8/1/19,61.40097,-144.51765,1.906,45.6,46.9,4.1,4.5,11,13.3,6.8,28.2,F,0.23,N/A,81,13.3802,72,13.6137,68,15.0168,5.2,5.5,5,1.592,1-C12,N,Y,5,Y,Y,0.094,2.6,2.9,1.9,2.2,1.7,1.8,1.2,1.2,,,10/30/19,88.9,11/3/19,28,0.685,0.315,,11/25/19,2,0.2914,923.1981,24.1328,7.60088189,,,,,,,,,,,,,,,,,128939.07,
CC-54-2019,CC54-2019,CC-54-19,CC54,2019-07-24,Late,Canyon Creek,8/6/19,61.40097,-144.51765,2.048,46.5,47.4,4.1,4.5,11.7,11.3,6.5,29.3,F,0.166,N/A,59,4.3213,64,4.6523,37,2.3837,4.4,4.6,4.5,1.83,1-F8,Y,Y,5,Y,Y,0.09,7.3,7.1,7.6,6,4.9,3.6,1.5,1.9,,,10/30/19,128.4,11/3/19,42.4,0.6698,0.3302,,11/25/19,4,0.3942,923.4282,25.2695,8.344445483,,,,,,,,,,,,,,,,,128939.07,
CC-55-2019,CC55-2019,CC-55-19,CC55,2019-07-24,Late,Canyon Creek,8/1/19,61.40097,-144.51765,1.992,47.6,48.5,4.8,5.4,11.3,13.2,5.7,27.4,M,0.076,N/A,,,,,,,,,,1.846,1-C11,N,Y,6,Y,Y,0.04,2.7,2.6,1.9,2,1.1,1.4,1.1,1.1,,,10/30/19,126.3,11/3/19,39.1,0.6904,0.3096,,11/25/19,2,0.3958,923.1981,23.6377,7.317767775,,,,,,,,,,,,,,,,,128939.07,
CC-56-2019,CC56-2019,CC-56-19,CC56,2019-07-24,Late,Canyon Creek,8/6/19,61.40097,-144.51765,1.847,45,45.8,4.8,5.1,10.4,13.2,6.2,28.7,M,0.034,N/A,,,,,,,,,,1.756,1-F11,N,Y,6,Y,Y,0.014,9.2,8.6,7.3,7,5.8,4,2.9,2.3,,,10/30/19,116.4,11/3/19,38.1,0.6727,0.3273,,11/25/19,4,0.3136,923.4282,25.5058,8.348547938,,,,,,,,,,,,,,,,,128939.07,
CC-57-2019,CC57-2019,CC-57-19,CC57,2019-07-24,Late,Canyon Creek,8/1/19,61.40097,-144.51765,1.87,44.6,45.2,4.1,4.2,11.7,13.6,7.2,28.4,F,0.26,N/A,119,13.7958,100,12.0315,92,10.8533,5.3,5.4,5.5,1.52,1-C8,N,Y,6,Y,Y,0.122,1.1,1.2,1.1,1.2,1.2,0.9,1,0.7,,,10/30/19,156.9,11/3/19,40.5,0.7419,0.2581,,11/25/19,2,0.3223,923.1981,22.2181,5.735073614,,,,,,,,,,,,,,,,,128939.07,
CC-58-2019,CC58-2019,CC-58-19,CC58,2019-07-24,Late,Canyon Creek,8/6/19,61.40097,-144.51765,1.966,45.6,46.1,3.7,3.8,11.6,12,6.7,29.2,F,0.154,N/A,51,4.802,44,3.9192,47,4.6656,4.7,4.4,4.6,1.77,1- F7,Y,Y,5,Y,Y,0.088,8.3,9.8,8.1,6.4,5.1,5.6,1.7,1.3,,,10/30/19,101.9,11/3/19,35.5,0.6516,0.3484,,11/25/19,4,0.4072,923.4282,25.2995,8.813859176,,,,,,,,,,,,,,,,,128939.07,
CC-59-2019,CC59-2019,CC-59-19,CC59,2019-07-24,Late,Canyon Creek,8/1/19,61.40097,-144.51765,1.592,42.8,43.4,4.6,5.1,10.4,12.5,5.9,27.4,M,0.036,N/A,,,,,,,,,,1.496,1-C10,Y,Y,6,Y,Y,0.018,,,,,,,,,,,10/30/19,118.5,11/3/19,39.1,0.67,0.33,,11/25/19,2,0.3608,923.1981,25.4948,8.41220827,,,,,,,,,,,,,,,,,128939.07,
CC-60-2019,CC60-2019,CC-60-19,CC60,2019-07-24,Late,Canyon Creek,8/1/19,61.40097,-144.51765,2.094,46.1,46.7,5,5.5,12.1,13.9,6.2,29.5,M,0.064,N/A,,,,,,,,,,1.95,1-C9,N,Y,8,Y,Y,0.035,2.1,2,1.9,2,1.4,1.4,1.2,1,,,10/30/19,116.7,11/3/19,35.9,0.6924,0.3076,,11/25/19,4,0.3412,923.4282,23.6536,7.276471637,2,0.2746,923.1981,24.0964,7.412688603,4,0.2967,923.4282,22.8554,7.03092425,,,,,,,128939.07,
GH-1-2019,GK1-2019,GH-1-19,GK1,2019-07-27,,Fish Creek Gulkana,8/8/19,63.1000428,-145.481274,1.984,43.7,46,6.7,8.2,11.8,12.1,6.5,28.8,M,0.048,N/A,,,,,,,,,,1.89,1-H9,N,Y,5,Y,Y,0.022,0.7,1,0.9,0.7,0.7,1,0.7,0.9,,0,11/3/19,105.7,11/10/19,26.3,0.7512,0.2488,,11/26/19,2,0.2375,923.1981,21.393,5.322950804,,,,,,,,,,,,,,,,,,Middle-Upper
GH-2-2019,GK2-2019,GH-2-19,GK2,2019-07-27,,Fish Creek Gulkana,8/8/19,63.1000428,-145.481274,1.414,39.6,41,5.7,6.1,10.7,11.1,5.8,26.9,M,0.038,N/A,,,,,,,,,,1.31,1-H6,N,Y,5,Y,Y,0.019,0.7,1,0.7,0.7,0.8,1,0.7,0.7,,0,11/3/19,120.9,11/10/19,33.4,0.7237,0.2763,,11/26/19,4,0.2183,923.3249,22.7845,6.294477254,,,,,,,,,,,,,,,,,,Middle-Upper
GH-3-2019,GK3-2019,GH-3-19,GK3,2019-07-27,,Fish Creek Gulkana,8/7/19,63.1000428,-145.481274,2.19,47.2,47.4,7.1,7.5,12.5,12.6,6.9,30.4,M,0.046,N/A,,,,,,,,,,2.064,1-G3,N,Y,5,Y,Y,0.022,0.7,0.7,0.8,0.6,1,0.5,0.5,0.6,,0,11/3/19,106,11/10/19,24.6,0.7679,0.2321,,11/26/19,2,0.2278,923.1981,20.7418,4.813663019,,,,,,,,,,,,,,,,,,Middle-Upper
GH-4-2019,GK4-2019,GH-4-19,GK4,2019-07-27,,Fish Creek Gulkana,8/8/19,63.1000428,-145.481274,2.11,44.7,46,6.5,6.9,13.4,13.8,7.1,30.9,M,0.026,N/A,,,,,,,,,,1.99,1-H10,N,Y,5,Y,Y,0.008,0.7,0.7,0.6,0.7,0.6,0.8,0.8,0.8,,0,11/3/19,201.8,11/10/19,48,0.7621,0.2379,,11/26/19,4,0.2998,923.3249,22.0355,5.241347869,,,,,,,,,,,,,,,,,,Middle-Upper
GH-5-2019,GK5-2019,GH-5-19,GK5,2019-07-27,,Fish Creek Gulkana,8/8/19,63.1000428,-145.481274,1.63,42.6,43.5,5.8,6.4,10.8,11.4,6.2,27,M,0.042,N/A,,,,,,,,,,1.534,1-H11,N,Y,5,Y,Y,0.02,0.8,0.9,1,0.7,1,0.6,0.9,0.6,,0,11/3/19,150.8,11/10/19,38.1,0.7473,0.2527,,11/26/19,2,0.3226,923.1981,21.9064,5.534707162,,,,,,,,,,,,,,,,,,Middle-Upper
GH-6-2019,GK6-2019,GH-6-19,GK6,2019-07-27,,Fish Creek Gulkana,8/7/19,63.1000428,-145.481274,1.376,41.4,42.1,3.4,3.6,10,10.5,6.3,27.2,F,0.21,N/A,49,3.7829,52,4.3651,45,3.971,4.7,4.9,4.4,1.118,1-G9,N,Y,5,Y,Y,0.102,0.9,0.8,0.9,0.8,0.8,0.8,1.2,1.3,,0,11/3/19,137,11/10/19,34.7,0.7467,0.2533,,11/26/19,4,0.2888,923.3249,23.0405,5.835805474,,,,,,,,,,,,,,,,,,Middle-Upper
GH-7-2019,GK7-2019,GH-7-19,GK7,2019-07-27,,Fish Creek Gulkana,8/7/19,63.1000428,-145.481274,1.184,39.8,40,3.5,3.9,8.8,9.7,5.3,24,F,0.188,N/A,68,6.2316,82,9.5306,47,5.5035,4.7,4.2,4.5,0.948,1-G1,N,Y,5,Y,Y,0.1,0.7,1.1,1.3,0.8,1.3,0.7,1,0.7,,0,11/3/19,157.8,11/10/19,37.7,0.7611,0.2389,,11/26/19,2,0.304,923.1981,19.3525,4.62350602,,,,,,,,,,,,,,,,,,Middle-Upper
GH-8-2019,GK8-2019,GH-8-19,GK8,2019-07-27,,Fish Creek Gulkana,8/7/19,63.1000428,-145.481274,1.444,41.6,42.1,3.3,3.8,6.4,10.2,5.6,25.2,F,0.236,N/A,61,7.1919,75,9.5798,48,4.18,4.8,4.6,4.3,1.148,1-G2,N,Y,5,Y,Y,0.138,0.7,0.6,0.8,0.7,0.6,0.7,0.6,0.6,,0,11/3/19,193.6,11/10/19,43.1,0.7774,0.2226,,11/26/19,4,0.3865,923.3249,19.4505,4.330147469,,,,,,,,,,,,,,,,,,Middle-Upper
GH-9-2019,GK9-2019,GH-9-19,GK9,2019-07-27,,Fish Creek Gulkana,8/7/19,63.1000428,-145.481274,2.078,46.2,46.7,4.6,5.2,12.2,11.7,6.9,30.1,F,0.44,N/A,50,6.4796,85,10.2085,93,10.5876,5.1,5.3,5.1,1.59,1-F12,N,Y,5,Y,Y,0.18,1,1.1,1,1.1,0.8,1.4,0.7,1.1,,0,11/3/19,132,11/10/19,35.2,0.7333,0.2667,,11/26/19,2,0.3096,923.1981,22.9675,6.124666667,,,,,,,,,,,,,,,,,,Middle-Upper
GH-10-2019,GK10-2019,GH-10-19,GK10,2019-07-27,,Fish Creek Gulkana,8/7/19,63.1000428,-145.481274,1.334,40.2,41.6,3.4,4,9,10.2,5.5,24.1,F,0.198,N/A,64,3.9213,89,5.3753,60,3.7846,4.4,4.3,4.1,1.08,1-G8,N,Y,5,Y,Y,0.116,1,1.1,0.9,1,0.8,1,1,1.2,,0,11/3/19,95.2,11/10/19,25.7,0.73,0.27,,11/26/19,4,0.3218,923.3249,22.2529,6.007348004,,,,,,,,,,,,,,,,,,Middle-Upper
GH-11-2019,GK11-2019,GH-11-19,GK11,2019-08-17,,Gulkana Hatchery,9/1/19,63.06732669,-145.5138318,2.204,45.7,47.1,7.7,8.2,14.1,15.1,5.8,33.1,M,0.068,N/A,,,,,,,,,,2.03,2-C6,N,Y,5,Y,Y,0.034,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.5,only found 1 otolith,0,11/10/19,205.7,11/25/19,41.8,0.7968,0.2032,TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON,12/1/19,2,0.3075,923.1981,21.7378,4.417306952,,,,,,,,,,,,,,,,,,Middle-Upper
GH-12-2019,GK12-2019,GH-12-19,GK12,2019-08-17,,Gulkana Hatchery,9/3/19,63.06732669,-145.5138318,1.794,47.6,48.5,6.1,6.8,12.7,12.9,5.7,28.2,M,0.03,N/A,,,,,,,,,,1.574,2-C9,N,Y,5,Y,Y,0.018,0.5,0.4,0.4,0.4,0.5,0.6,0.5,0.4,partial spawner,1,11/10/19,212.5,11/25/19,37,0.8259,0.1741,TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON,12/1/19,4,0.3263,923.3249,17.7668,3.093513412,,,,,,,,,,,,,,,,,,Middle-Upper
GH-13-2019,GK13-2019,GH-13-19,GK13,2019-08-17,,Gulkana Hatchery,9/1/19,63.06732669,-145.5138318,1.598,45.3,47.3,6.7,7.4,12.7,12.5,5.2,28.9,M,0.032,N/A,,,,,,,,,,1.58,2-C3,N,Y,5,Y,Y,0.012,0.4,0.4,0.5,0.4,0.4,0.5,0.5,0.4,"possibly a partial spawner, gonads seemed small",1,11/10/19,168.4,11/25/19,32.6,0.8064,0.1936,TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON,12/1/19,2,0.4566,923.1981,16.9268,3.276803325,,,,,,,,,,,,,,,,,,Middle-Upper
GH-14-2019,GK14-2019,GH-14-19,GK14,2019-08-18,,Gulkana Hatchery,9/1/19,63.06732669,-145.5138318,1.248,43.6,44.5,5.7,6.3,11,11.4,4.4,24,M,0.028,N/A,,,,,,,,,,1.158,2-C5,N,Y,5,Y,Y,0.014,0.5,0.4,0.5,0.5,0.5,0.4,0.5,0.5,PARTIAL SPAWNER,1,11/10/19,164.3,11/25/19,30.7,0.8131,0.1869,TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON,12/1/19,4,0.3501,923.3249,17.6081,3.290131893,,,,,,,,,,,,,,,,,,Middle-Upper
GH-15-2019,GK15-2019,GH-15-19,GK15,2019-08-17,,Gulkana Hatchery,9/3/19,63.06732669,-145.5138318,2.27,49.6,49.3,7.6,8.1,13.8,13.2,5.5,31.1,M,0.036,N/A,,,,,,,,,,2.154,2-D4,N,Y,5,Y,Y,0.018,0.4,0.5,0.4,0.5,0.4,0.4,0.5,0.4,,0,11/10/19,157.8,11/25/19,29.3,0.8143,0.1857,TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON,12/1/19,2,0.3351,923.1981,18.783,3.487591255,4,0.2889,923.3249,20.2735,,4,0.3195,923.3249,20.5043,3.807198923,,,,,,,,Middle-Upper
GH-16-2019,GK16-2019,GH-16-19,GK16,2019-08-17,,Gulkana Hatchery,9/3/19,63.06732669,-145.5138318,0.738,37.9,39.4,3.4,3.5,7.9,7.4,3.7,18.1,F,0,N/A,,,,,,,,,,0.7,2-C8,Y,Y,5,Y,N,,0.4,0.5,0.5,0.5,0.6,0.5,0.5,0.4,"POST SPAWNER, NO EGGS PRESENT",2,11/10/19,71,11/25/19,15.4,0.7831,0.2169,TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON,12/1/19,4,0.4056,923.3249,17.4722,3.789744789,,,,,,,,,,,,,,,,,,Middle-Upper
GH-17-2019,GK17-2019,GH-17-19,GK17,2019-08-17,,Gulkana Hatchery,9/4/19,63.06732669,-145.5138318,1.234,44.4,45,4.5,4.7,9.9,8.8,4.7,22.4,F,0,N/A,,,,,,,,,,1.176,2-E12,N,Y,5,Y,N,,0.6,0.6,0.5,0.8,0.6,0.6,0.7,0.7,"POST SPAWNER, NO EGGS PRESENT",2,11/10/19,141.2,11/25/19,26.5,0.8123,0.1877,TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON,12/1/19,2,0.4296,923.1981,19.2209,3.607321884,,,,,,,,,,,,,,,,,,Middle-Upper
GH-18-2019,GK18-2019,GH-18-19,GK18,2019-08-17,,Gulkana Hatchery,9/4/19,63.06732669,-145.5138318,1.832,47,48.7,4,4.7,12.3,12.1,6.1,27.4,F,,N/A,54,5.1436,,,,,5.1,,,1.596,2-F4,N,Y,5,Y,N,,0.8,0.6,0.7,0.6,0.5,0.6,0.5,0.6,SKEINS LOOSE AND BODY CAVITY FILLED WITH EGGS,0,11/10/19,156.6,11/25/19,32.9,0.7899,0.2101,TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON,12/1/19,4,0.4917,923.3249,20.2046,4.244772286,,,,,,,,,,,,,,,,,,Middle-Upper
GH-19-2019,GK19-2019,GH-19-19,GK19,2019-08-17,,Gulkana Hatchery,9/3/19,63.06732669,-145.5138318,1.792,46.5,47.4,4.2,4.7,10.8,11,5.9,26.9,F,0,N/A,55,3.5626,,,,,4.5,,,1.618,2-D6,N,Y,5,Y,N,,0.7,0.5,0.5,0.5,0.7,0.5,0.7,0.5,"LIKELY A PARTIAL SPAWNER, SKEIN LOOSE WITH EGGS THROUGHOUT BODY CAVITY",1,11/10/19,130.5,11/25/19,27,0.7931,0.2069,TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON,12/1/19,2,0.4485,923.1981,21.3085,4.408655172,,,,,,,,,,,,,,,,,,Middle-Upper
GH-20-2019,GK20-2019,GH-20-19,GK20,2019-08-17,,Gulkana Hatchery,9/3/19,63.06732669,-145.5138318,1.164,44.7,45.3,4,4.2,9.4,9.5,4.1,22.9,F,0,N/A,,,,,,,,,,1.12,2-C12,N,Y,5,Y,N,,0.8,0.6,0.7,0.6,0.8,0.5,0.6,0.6,"POST SPAWNER, NO EGGS PRESENT",2,11/10/19,129.3,11/25/19,26.8,0.7927,0.2073,TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON,12/1/19,4,0.3769,923.3249,18.6226,3.859904718,,,,,,,,,,,,,,,,,,Middle-Upper
KL-1-2019,KR1-2019,KL-1-19,KR1,2019-08-16,,Klutina River,9/1/19,61.95150431,-145.3324535,1.572,44.5,44.9,3.4,3.9,10.7,10.7,6.3,26.8,F,0.264,N/A,27,3.9308,26,3.6079,20,2.711,5.4,5.1,5.2,1.25,2-C2,N,Y,5,Y,Y,0.115,0.6,0.6,0.6,0.7,0.7,0.6,0.7,0.6,"PUNCTURE WOUND ON RIGHT SIDE ABOVE ANAL FIN, SIZE OF QUARTER",0,11/10/19,166,11/25/19,36,0.7831,0.2169,TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON,12/1/19,2,0.4408,923.1981,21.6432,4.693706024,,,,,,,,,,,,,,,,,,Middle-Upper
MN-1-2019,MN1-2019,MN-1-19,MN1,2019-07-26,,Mentasta,8/5/19,62.94958,-143.35984,2.256,44.3,46.7,8.1,9.8,13.5,15,5.3,32.3,M,0.018,N/A,,,,,,,,,,2.164,1-E2,N,Y,5,Y,Y,0.008,0.4,0.4,0.4,0.4,0.5,0.4,0.6,0.4,"POST SPAWNER, GONADS MOSTLY EMPTY",2,11/10/19,147,11/25/19,26.2,0.8218,0.1782,TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON,12/1/19,4,0.4985,923.3249,20.0086,3.566158639,,,,,,,,,,,,,,,,,,Upper
MN-2-2019,MN2-2019,MN-2-19,MN2,2019-07-26,,Mentasta,8/5/19,62.94958,-143.35984,2.52,45.2,48.6,8.6,9.4,14.3,15.9,5.7,32.8,M,0.022,N/A,,,,,,,,,,,1-E3,N,Y,5,Y,Y,0.014,0.4,0.7,0.5,0.4,0.5,0.4,0.6,0.4,,0,11/15/19,123,11/21/19,22.8,0.8146,0.1854,,12/11/19,2,0.3264,923.1981,20.3689,3.775698537,,,,,,,,,,,,,,,,,,Upper
MN-3-2019,MN3-2019,MN-3-19,MN3,2019-07-26,,Mentasta,8/5/19,62.94958,-143.35984,2.1,45.1,45.8,7.2,8.1,12.8,14.9,5.6,32.4,M,0.018,N/A,,,,,,,,,,1.974,1-E7,N,Y,5,Y,Y,0.008,0.5,0.5,0.5,0.4,0.4,0.4,0.5,0.5,PARTIAL SPAWNER,1,11/15/19,145,11/21/19,28.9,0.8007,0.1993,,12/11/19,4,0.3084,923.3249,21.4914,4.283458345,,,,,,,,,,,,,,,,,,Upper
MN-4-2019,MN4-2019,MN-4-19,MN4,2019-07-26,,Mentasta,8/5/19,62.94958,-143.35984,2.368,45.5,46.4,6.9,7.7,14.1,15.6,5.7,33.1,M,0.058,N/A,,,,,,,,,,2.168,1-E8,N,Y,5,Y,Y,0.026,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.5,,0,11/15/19,93.5,11/21/19,18.8,0.7989,0.2011,,12/11/19,2,0.2499,923.1981,20.6084,4.14372107,,,,,,,,,,,,,,,,,,Upper
