Fish_ID_Revised,Fish_ID,GillClip_ID_Revised,GillClip_ID,Collection_Date,RunTimingGroup,Collection_Location,Processing_Date,Col_Location_Lat,Col_Location_Long,Fish_Wt,Fish_Leng_1,Fish_Leng_1_tape,Fish_Leng_2,Fish_Leng_2_tape,Fish_Ht,Fish_Ht_tape,Fish_Wdth,Fish_Grth,Sex,Gonad_Wt,DWP#,Fem_Fecun_1_num,Fem_Fecun_1_wt,Fem_Fecun_2_num,Fem_Fecun_2_wt,Fem_Fecun_3_num,Fem_Fecun_3_wt,Fem_Egg_Sz_1,Fem_Egg_Sz_2,Fem_Egg_Sz_3,Carcass-guts_Wt,Oto_Well_ID,Strontium_marked_Y/N,Scales_Y/N,Scales_num,Fish_Ground_Y/N,Gonad_Saved_Y/N,Gonad_Saved_wt,Fat_Meter_1%_L,Fat_Meter_1%_R,Fat_Meter_2%_L,Fat_Meter_2%_R,Fat_Meter_3%_L,Fat_Meter_3%_R,Fat_Meter_4%_L,Fat_Meter_4%_R,Dissect_Comments,SpawnStatus,Date_LabDryStart,Fish+BagWt_g,Date_LabDryFinal,DryFish+BagWt_g,Pwater,Pdry,Dry_Comments,Date_BCProcess,Bomb_ID_1,Bomb_PelletWt_g_1,EE_Value_1,EnergyDensity_mJ/kg_1,EnergyPDry_1,Bomb_ID_2,Bomb_PelletWt_g_2,EE_value_2,EnergyDensity_mJ/kg_2,EnergyPDry_2,Bomb_ID_3,Bomb_PelletWt_g_3,EE_value_3,EnergyDensity_mJ/kg_3,EnergyPDry_3,Bomb_ID_4,Bomb_PelletWt_g_4,EE_value_4,EnergyDensity_mJ/kg_4,EnergyPDry_4,BC_comments,Collection_RiverMile_m,Elevation_m
CA-11-2020,CA-20-51,CA-11-20,CA-20-51,2020-08-06,Late,Chitina Airport,9/28/20,61.586499,-144.427586,1.798,44.3,,4,,10.5,,5.2,27,F,0.23,Fin well ID 1(2),10,0.7713,,,,,4.6,,,1.474,2-E1 (1 oto),N,Y,5,Y,Y,0.106,,,,,,,,,,,11/23/20,96.9,1/5/21,24.6,0.7461,0.2539,,2/5/21,4,0.407,923.3249,21.7376,5.518523839,4,0.4458,923.3249,21.4656,5.449471207,,,,,,,,,,,,150114.06,
CA-12-2020,CA-20-52,CA-12-20,CA-20-52,2020-08-06,Late,Chitina Airport,9/28/20,61.586499,-144.427586,1.66,42,,3.7,,10.5,,5,26.8,F,0.18,Fin clip ID: 46,10,0.6211,,,,,4.4,,,1.384,2-D10 (1 oto),Y,Y,6,Y,Y,0.086,4.3,3.5,4.2,2.8,4.5,3.1,2.7,1.9,,,11/23/20,108.9,1/5/21,35.4,0.6749,0.3251,,2/5/21,2,0.4661,955.4635,25.5009,8.28954876,,,,,,,,,,,,,,,,,150114.06,
CA-13-2020,CA-20-53,CA-13-20,CA-20-53,2020-08-06,Late,Chitina Airport,9/28/20,61.586499,-144.427586,1.426,39.9,,3.6,,10.4,,4.7,26.1,F,0.164,Fin well ID: 9(2),,,,,,,4.2,,,1.198,2-E9 (1 oto),N,Y,6,Y,Y,0.092,0.8,0.8,1.1,1.6,1.9,0.7,0.7,0.6,,,11/23/20,108.4,1/5/21,28.6,0.7362,0.2638,,2/5/21,2,0.4873,955.4635,23.876,6.299387454,,,,,,,,,,,,,,,,,150114.06,
CA-14-2020,CA-20-54,CA-14-20,CA-20-54,2020-08-06,Late,Chitina Airport,,61.586499,-144.427586,2.076,48.5,,3.6,,10.5,,5.4,28,F,0.18,Fin well ID 2(2),,,,,,,4.6,,,1.806,2-E2,Y,Y,4,Y,Y,0.09,1.3,1.7,1,1.4,0.8,1.3,0.8,0.7,,,11/23/20,133,1/5/21,39.7,0.7015,0.2985,,2/5/21,4,0.5125,923.3249,18.1292,5.411498045,,,,,,,,,,,,,,,,,150114.06,
CA-15-2020,CA-20-55,CA-15-20,CA-20-55,2020-08-06,Late,Chitina Airport,9/24/20,61.586499,-144.427586,1.74,43.4,,5.3,,11.4,,4.9,27.5,,0.082,2-D5,,,,,,,,,,1.534,2-C5 (1 oto),N,Y,,Y,Y,0.042,1.2,1.6,1,1.4,0.8,2.1,1.7,0.9,,,11/23/20,89.5,1/5/21,25.6,0.714,0.286,,2/5/21,4,0.424,923.3249,24.0732,6.885742123,,,,,,,,,,,,,,,,,150114.06,
CA-16-2020,CA-20-56,CA-16-20,CA-20-56,2020-08-06,Late,Chitina Airport,9/28/20,61.586499,-144.427586,1.872,44,,4,,11.2,,5.2,28.5,F,0.192,Fin Well ID: 5(2),,,,,,,5.1,,,1.582,2-E5 (1 OTO),N,Y,6,Y,Y,0.076,2.1,1.6,1.8,1.5,1.6,1.9,1.3,0.8,,,11/23/20,110,1/5/21,33.1,0.6991,0.3009,,2/5/21,4,0.3226,923.3249,18.0088,5.419011636,,,,,,,,,,,,,,,,,150114.06,
CA-17-2020,CA-20-57,CA-17-20,CA-20-57,2020-08-06,Late,Chitina Airport,9/23/20,61.586499,-144.427586,2.374,49.7,,7.2,,12.4,,6,30.2,M,0.074,2-B1,,,,,,,,,,2.16,2-A9,Y,Y,6,Y,Y,0.038,1.7,1.5,1.7,1.8,1.2,1.5,0.8,1.5,,,11/23/20,86.8,1/5/21,26.5,0.6947,0.3053,,2/5/21,2,0.4074,955.4635,20.7262,6.327699309,,,,,,,,,,,,,,,,,150114.06,
CA-18-2020,CA-20-58,CA-18-20,CA-20-58,2020-08-06,Late,Chitina Airport,9/23/20,61.586499,-144.427586,1.352,40.3,,4.8,,10,,4.6,26,M,0.042,N/A,,,,,,,,,,1.236,2-A2,Y,Y,5,Y,Y,0.02,4.6,3.3,2.8,2,3.4,1.4,1.2,1.4,,,11/23/20,114.7,1/5/20,37,0.6774,0.3226,,2/5/21,2,0.4213,955.4635,24.9155,8.037258065,,,,,,,,,,,,,,,,,150114.06,
CA-19-2020,CA-20-59,CA-19-20,CA-20-59,2020-08-06,Late,Chitina Airport,9/28/20,61.586499,-144.427586,1.336,40,,3.8,,9.7,,4.8,25.6,F,0.134,Fin well ID 47,,,,,,,5.2,,,1.132,2-D11,N,Y,8,Y,Y,0.064,1.5,2.5,1.2,1.6,1.1,1.2,2,1,,,11/23/20,93.4,1/5/21,27.2,0.7088,0.2912,,2/5/21,4,0.4181,923.3249,23.8014,6.931456959,,,,,,,,,,,,,,,,,150114.06,
CA-20-2020,CA-20-60,CA-20-20,CA-20-60,2020-08-06,Late,Chitina Airport,9/23/20,61.586499,-144.427586,2.296,47.3,,6.2,,12,,6,29.9,M,0.09,2-B4,,,,,,,,,,2.068,2-A12 (1 OTO),Y,Y,6,Y,Y,0.044,4.1,2.8,5.1,2.5,3,1.5,1,0.9,,0,11/23/20,128,1/5/20,41.3,0.6773,0.3227,,2/5/21,2,0.423,955.4635,27.4226,8.848073281,,,,,,,,,,,,,,,,,150114.06,
MN-1-2020,MN-20-1,MN-1-20,MN-20-1,2020-07-30,,Mentasta,9/23/20,62.94958,-143.35984,1.896,45.4,,7,,13.3,,5.5,31.5,M,0.05,2-A6,,,,,,,,,,1.71,2-A6 (1 OTO,N,Y (bad scales),,Y,Y,0.028,0.5,0.3,0.2,0.3,0.3,0.3,0.4,0.5,,0,1/10/21,104.1,1/14/21,19.7,0.8108,0.1892,,2/8/21,4,0.4666,923.3249,20.1929,3.821326897,,,,,,,,,,,,,,,,,471762.0092,632
MN-2-2020,MN-20-2,MN-2-20,MN-20-2,2020-07-30,,Mentasta,9/24/20,62.94958,-143.35984,2.024,45.6,,6.7,,14,,4.3,32,M,0.036,2-C3,,,,,,,,,,1.848,2-B7 (1 OTO),N,,,Y,Y,0.02,0.4,0.4,0.4,0.5,0.6,0.5,0.6,0.5,,0,1/10/21,81.3,1/14/21,15.6,0.8081,0.1919,,2/8/21,2,0.3468,955.4635,19.8806,3.814727675,,,,,,,,,,,,,,,,,471762.0092,632
MN-3-2020,MN-20-3,MN-3-20,MN-20-3,2020-07-30,,Mentasta,9/26/20,62.94958,-143.35984,1.04,38.8,,4.4,,11,,2.9,,M,0.03,Fin well ID 41,,,,,,,,,,0.946,2-D5 (1 OTO),N,Y,5,Y,Y,0.016,0.3,0.4,0.4,0.3,0.4,0.5,0.4,0.5,,0,1/10/21,103.6,1/14/21,18.3,0.8234,0.1766,,2/8/21,4,0.4429,923.3249,19.3462,3.417330695,,,,,,,,,,,,,,,,,471762.0092,632
MN-4-2020,MN-20-4,MN-4-20,MN-20-4,2020-07-30,,Mentasta,9/28/20,62.94958,-143.35984,1.642,49.9,,7.4,,12.5,,4.4,30.6,M,0.038,Fin well ID 17(2),,,,,,,,,,1.492,2-F5,N,Y,3,Y,Y,0.016,0.3,0.3,0.3,0.5,0.3,0.3,0.4,0.5,,0,1/10/21,79.3,1/14/21,14.6,0.8159,0.1841,,2/8/21,2,0.5085,955.4635,20.8907,3.846207062,,,,,,,,,,,,,,,,,471762.0092,632
MN-5-2020,MN-20-5,MN-5-20,MN-20-5,2020-07-30,,Mentasta,9/28/20,62.94958,-143.35984,1.724,46,,6.7,,12.3,,4.1,28.2,M,0.018,Fin well: 13(2),,,,,,,,,,1.592,2-F1,N,Y,4,Y,Y,0.01,0.6,0.3,1.3,0.4,3.5,0.2,1.2,0.3,,0,1/10/21,89.5,1/14/21,17.2,0.8078,0.1922,,2/8/21,4,0.3452,923.3249,18.1366,3.485469497,2,0.3865,955.4635,20.0588,3.854875531,,,,,,,,,,,,471762.0092,632
MN-6-2020,MN-20-6,MN-6-20,MN-20-6,2020-07-30,,Mentasta,9/29/20,62.94958,-143.35984,1.554,43.4,,3.6,,10.3,,4.6,26.6,F,0.304,Fin well: 21(2),10,0.8135,,,,,5.3,,,1.162,2-F9,N,Y,5,Y,Y,0.18,0.4,0.7,0.5,0.5,0.4,0.7,0.8,0.8,,0,1/10/21,89.5,1/14/21,19.3,0.7844,0.2156,,2/8/21,4,0.4095,923.3249,20.6751,4.458429385,,,,,,,,,,,,,,,,,471762.0092,632
MN-7-2020,MN-20-7,MN-7-20,MN-20-7,2020-07-30,,Mentasta,9/29/20,62.94958,-143.35984,1.62,44.3,,5.1,,10.6,,4.1,26,F,,"Fin well: 19, partial spawn",,,,,,,,,,1.726,2-F7 (1 OTO),N,Y,5,Y,N,,0.7,0.6,0.4,0.3,0.4,0.4,1.1,0.4,partial spawn,1,1/10/21,82.1,1/14/21,16.9,0.7942,0.2058,,2/8/21,2,0.3743,955.4635,21.4776,4.421089403,,,,,,,,,,,,,,,,,471762.0092,632
MN-8-2020,MN-20-8,MN-8-20,MN-20-8,2020-07-30,,Mentasta,9/28/20,62.94958,-143.35984,1.294,44.3,,4.4,,10.5,,3.3,25.1,F,0,Fin well ID: 12(2). Post-spawn.,,,,,,,,,,1.22,2-E12,N,Y,5,Y,N,,0.3,0.4,0.3,0.3,0.7,0.4,0.4,0.4,Post-spawn.,2,1/10/21,82.1,1/14/21,16.1,0.8039,0.1961,,2/8/21,4,0.4305,923.3249,18.817,3.690057247,,,,,,,,,,,,,,,,,471762.0092,632
MN-9-2020,MN-20-9,MN-9-20,MN-20-9,2020-07-30,,Mentasta,9/29/20,62.94958,-143.35984,1.266,42.5,,4.4,,9.6,,3.8,23.2,F,0,"Fin well ID: 22(2). Post-spawn, no eggs",,,,,,,,,,1.174,2-F10,N,Y,5,Y,N,,0.3,0.5,0.3,0.4,0.7,0.6,0.8,0.4,"Post-spawn, no eggs",2,1/10/21,66.2,1/14/21,13,0.8036,0.1964,,2/8/21,2,0.3608,955.4635,19.476,3.824592145,,,,,,,,,,,,,,,,,471762.0092,632
FC-1-2020,FC-20-1,FC-1-20,FC-20-1,2020-07-31,,Fish Creek Gulkana,9/28/20,63.1000428,-145.481274,1.232,42.8,,4,,10.1,,3.6,24.1,F,0.212,Fin well ID: 16 (2),10,0.7315,,,,,4.7,,,0.966,2-F4,N,Y,7,Y,Y,0.118,0.4,0.5,0.3,0.4,0.7,0.4,1.2,0.4,,0,1/10/21,93.9,1/14/21,20.2,0.7849,0.2151,,2/10/21,2,0.4471,955.4635,20.079,4.319444089,,,,,,,,,,,,,,,,,473440.328,995
FC-2-2020,FC-20-2,FC-2-20,FC-20-2,2020-07-31,,Fish Creek Gulkana,9/28/20,63.1000428,-145.481274,1.342,40.9,,4.3,,10.4,,4.7,25.4,F,0.254,Fin well ID: 11,10,0.8079,,,,,5,,,1.044,2-E11,N,Y,5,Y,Y,0.142,0.5,0.7,0.5,0.8,1.2,0.6,1.9,0.7,,0,1/10/21,94.1,1/14/21,23.5,0.7503,0.2497,,2/10/21,4,0.5043,923.3249,19.6218,4.900236982,,,,,,,,,,,,,,,,,473440.328,995
FC-3-2020,FC-20-3,FC-3-20,FC-20-3,2020-07-31,,Fish Creek Gulkana,9/28/20,63.1000428,-145.481274,1.476,41.9,,3.9,,10.6,,4,25.2,F,0.262,Fin well ID: 15 (2),10,0.9226,,,,,4.9,,,1.152,2-F3,N,Y,3,Y,Y,0.15,0.4,0.7,0.6,0.8,0.5,0.7,0.5,0.9,,0,1/10/21,98.8,1/14/21,23,0.7672,0.2328,,2/10/21,2,0.4383,955.4635,22.024,5.127044534,,,,,,,,,,,,,,,,,473440.328,995
FC-4-2020,FC-20-4,FC-4-20,FC-20-4,2020-07-31,,Fish Creek Gulkana,9/28/20,63.1000428,-145.481274,1.61,43.6,,4.4,,10.5,,4.5,26.6,F,0.3,Fin well ID: 8(2),10,1.1557,,,,,4.9,,,1.252,2-E8 (one missing),N,Y,5,Y,Y,0.15,0.4,0.4,0.4,0.7,0.7,0.4,1.2,0.4,,0,1/10/21,97.7,1/14/21,20.9,0.7861,0.2139,,2/10/21,4,0.4454,923.3249,20.342,4.351563971,,,,,,,,,,,,,,,,,473440.328,995
FC-5-2020,FC-20-5,FC-5-20,FC-20-5,2020-07-31,,Fish Creek Gulkana,9/28/20,63.1000428,-145.481274,1.93,42.8,,4.6,,11.7,,5.5,29.3,F,0.314,Fin well ID: 10 (2),10,1.0431,,,,,5,,,1.526,2-E10,N,Y,5,Y,Y,0.15,0.7,0.6,0.7,0.7,0.6,0.8,1.3,0.6,,0,1/10/21,98.9,1/14/21,23.2,0.7654,0.2346,,2/10/21,2,0.3338,955.4635,22.8293,5.355305966,,,,,,,,,,,,,,,,,473440.328,995
FC-6-2020,FC-20-6,FC-6-20,FC-20-6,2020-07-31,,Fish Creek Gulkana,9/24/20,63.1000428,-145.481274,2.39,48.2,,8.3,,14.6,,5,32.5,M,0.056,2-C5,,,,,,,,,,2.232,2-B9,Y,Y,bad scales,Y,Y,0.026,0.6,0.4,0.3,0.5,0.6,0.5,0.4,0.6,,0,1/10/21,105.7,1/14/21,22.8,0.7843,0.2157,,2/10/21,4,0.4718,923.3249,21.1345,4.558813623,,,,,,,,,,,,,,,,,473440.328,995
FC-7-2020,FC-20-7,FC-7-20,FC-20-7,2020-07-31,,Fish Creek Gulkana,9/29/20,63.1000428,-145.481274,2.59,48.8,,8.3,,13.4,,5.6,32.1,M,0.044,Fin well ID: 25 (2),,,,,,,,,,2.386,2-G1 (one missing),N,Y,4,Y,Y,0.024,0.3,0.8,0.3,0.8,0.3,0.4,0.4,0.3,,0,1/10/21,115.5,1/14/21,25.8,0.7766,0.2234,,2/10/21,2,0.2739,955.4635,21.5977,4.824421299,,,,,,,,,,,,,,,,,473440.328,995
FC-8-2020,FC-20-8,FC-8-20,FC-20-8,2020-07-31,,Fish Creek Gulkana,9/24/20,63.1000428,-145.481274,2.708,50.8,,8.8,,14.5,,5.4,33.5,,0.044,2-C8,,,,,,,,,,2.538,2-B12,Y,Y,5,Y,Y,0.024,0.5,0.5,0.5,0.5,0.7,0.6,0.7,0.6,,0,1/10/21,112.3,1/14/21,25.2,0.7756,0.2244,,2/10/21,4,0.3175,923.3249,22.2745,4.998373998,,,,,,,,,,,,,,,,,473440.328,995
FC-9-2020,FC-20-9,FC-9-20,FC-20-9,2020-07-31,,Fish Creek Gulkana,9/24/20,63.1000428,-145.481274,2.662,48.6,,8.9,,14.8,,5.3,34,M,0.052,2-C7,,,,,,,,,,2.432,2-B11,N,Y,5,Y,Y,0.026,0.3,0.4,0.4,0.5,0.4,0.5,0.5,0.5,,0,1/10/21,141.1,1/14/21,28.3,0.7994,0.2006,,2/10/21,2,0.2875,955.4635,21.9455,4.401542523,,,,,,,,,,,,,,,,,473440.328,995
FC-10-2020,FC-20-10,FC-10-20,FC-20-10,2020-07-31,,Fish Creek Gulkana,9/24/20,63.1000428,-145.481274,2.392,47.6,,8.3,,13.8,,5.2,32,M,0.066,2-D3,,,,,,,,,,2.19,2-C3,Y,Y,,Y,Y,0.03,0.7,0.7,0.6,0.6,0.5,0.8,0.6,0.6,,0,1/10/21,115.2,1/14/21,29.4,0.7448,0.2552,,2/10/21,4,0.348,923.3249,21.5555,5.501143229,,,,,,,,,,,,,,,,,473440.328,995
GH2-1-2020,GH2-1-2020,GH2-1-20,GH2-1 (2020),2020-09-08,,Gulkana Hatchery,7/23/21,63.06732669,-145.5138318,2.262,50.2,,8.9,,13.5,,6.3,31.1,M,0.026,2-A4,,,,,,,,,,2.138,1-E4,Y,Y,5,Y,Y,0.014,0.5,0.4,0.4,0.4,0.5,0.5,0.5,0.5,,0,10/15/21,114.2,10/20/21,22.4,0.8039,0.1961,,10/21/21,2,0.4449,955.8343,21.481,4.213436077,,,,,,,,,,,,,,,,,467924.5612,947
GH2-2-2020,GH2-20-2,GH2-2-20,GH2-20-2,2020-09-08,,Gulkana Hatchery,9/23/20,63.06732669,-145.5138318,2.45,49,,8.2,,12.8,,5.7,32.4,M,0.07,2-B2,,,,,,,,,,2.232,2-A10,Y,Y,6,Y,Y,0.036,0.7,0.6,0.4,0.7,0.4,0.7,0.4,0.5,,0,1/15/21,75.2,1/21/21,16.2,0.7846,0.2154,,2/16/21,4,0.3792,923.3249,20.9377,4.51051516,2,0.4191,955.4635,21.6538,4.664781383,,,,,,,,,,,,467924.5612,947
