Fish_ID_Revised,Fish_ID,GillClip_ID_Revised,GillClip_ID,Collection_Date,RunTimingGroup,Collection_Location,Processing_Date,Col_Location_Lat,Col_Location_Long,Fish_Wt,Fish_Leng_1,Fish_Leng_1_tape,Fish_Leng_2,Fish_Leng_2_tape,Fish_Ht,Fish_Ht_tape,Fish_Wdth,Fish_Grth,Sex,Gonad_Wt,DWP#,Fem_Fecun_1_num,Fem_Fecun_1_wt,Fem_Fecun_2_num,Fem_Fecun_2_wt,Fem_Fecun_3_num,Fem_Fecun_3_wt,Fem_Egg_Sz_1,Fem_Egg_Sz_2,Fem_Egg_Sz_3,Carcass-guts_Wt,Oto_Well_ID,Strontium_marked_Y/N,Scales_Y/N,Scales_num,Fish_Ground_Y/N,Gonad_Saved_Y/N,Gonad_Saved_wt,Fat_Meter_1%_L,Fat_Meter_1%_R,Fat_Meter_2%_L,Fat_Meter_2%_R,Fat_Meter_3%_L,Fat_Meter_3%_R,Fat_Meter_4%_L,Fat_Meter_4%_R,Dissect_Comments,SpawnStatus,Date_LabDryStart,Fish+BagWt_g,Date_LabDryFinal,DryFish+BagWt_g,Pwater,Pdry,Dry_Comments,Date_BCProcess,Bomb_ID_1,Bomb_PelletWt_g_1,EE_Value_1,EnergyDensity_mJ/kg_1,EnergyPDry_1,Bomb_ID_2,Bomb_PelletWt_g_2,EE_value_2,EnergyDensity_mJ/kg_2,EnergyPDry_2,Bomb_ID_3,Bomb_PelletWt_g_3,EE_value_3,EnergyDensity_mJ/kg_3,EnergyPDry_3,Bomb_ID_4,Bomb_PelletWt_g_4,EE_value_4,EnergyDensity_mJ/kg_4,EnergyPDry_4,BC_comments,Collection_RiverMile_m,Elevation_m
BC-1-2020,BC-20-1,BC-1-20,BC-20-1,2020-06-01,Early,Baird Canyon,7/8/20,60.73831,-144.5687,1.608,40.3,,3.8,,11.3,,6.2,29.1,F,0.086,1-C2,10,0.4423,10,0.2676,,,4,3.8,,1.364,1-B6,N,Y,7,Y,Y,0.044,12.1,8.3,11.6,11.9,8.6,12.4,3.6,5.5,,,10/6/20,55.5,10/11/20,22.2,0.6,0.4,,10/24/20,4,0.6198,923.3249,27.0087,10.80348,4,0.4556,923.3249,26.2067,10.48268,,,,,,,,,,,,58584.32,
BC-2-2020,BC-20-2,BC-2-20,BC-20-2,2020-06-01,Early,Baird Canyon,7/8/20,60.73831,-144.5687,1.356,37.8,,3.9,,10.8,,5.3,27.8,M,0.064,1-C1,,,,,,,,,,1.164,1-B5,N,Y,6,Y,Y,0.034,7.5,8.7,6.2,8.4,9.7,3.9,3.1,1.8,,,10/6/20,50.6,10/11/20,18.8,0.6285,0.3715,,10/24/20,4,0.4134,923.3249,25.3342,9.412706719,4,0.3589,923.3249,24.9944,9.286456917,,,,,,,,,,,,58584.32,
BC-3-2020,BC-20-3,BC-3-20,BC-20-3,2020-06-01,Early,Baird Canyon,7/7/20,60.73831,-144.5687,1.888,43.5,,4.8,,11.3,,6.4,29.5,M,0.054,1-A7,,,,,,,,,,1.662,1-A7 (1 oto),N,Y,7,Y,Y,0.026,10,9.5,8.8,9.1,6.1,6.2,1.8,2,,,10/6/20,42.3,10/11/20,16.5,0.6099,0.3901,,10/24/20,4,0.3834,923.3249,27.1322,10.58348227,,,,,,,,,,,,,,,,,58584.32,
BC-4-2020,BC-20-4,BC-4-20,BC-20-4,2020-06-01,Early,Baird Canyon,7/8/20,60.73831,-144.5687,2.142,44.4,,3.8,,12.8,,6.2,,F,0.184,1-B4,10,0.5983,10,0.5543,10,0.6202,4.9,4.9,5,1.738,1-A12,N,Y,7,Y,Y,0.102,10.3,8,8.7,9.7,8.2,6.1,2.6,1.9,,,10/6/20,58.1,10/11/20,20.2,0.6523,0.3477,,10/24/20,4,0.4073,923.3249,25.8517,8.988026506,,,,,,,,,,,,,,,,,58584.32,
BC-5-2020,BC-20-5,BC-5-20,BC-20-5,2020-06-01,Early,Baird Canyon,7/8/20,60.73831,-144.5687,2.942,48.1,,5.7,,14.6,,6.8,36.5,M,0.106,1-B7,,,,,,,,,,2.56,1-B3,N,Y,7,Y,Y,0.05,6.4,7.6,9.5,8.5,8.4,7.5,2.6,2.3,,,10/6/20,62.9,10/11/20,23.1,0.6328,0.3672,,10/24/20,4,0.5602,923.3249,26.2651,9.645847536,,,,,,,,,,,,,,,,,58584.32,
BC-6-2020,BC-20-6,BC-6-20,BC-20-6,2020-06-01,Early,Baird Canyon,7/8/20,60.73831,-144.5687,2.12,43.7,,4.1,,12.6,,6.3,31.6,F,0.14,1-B8,,,,,,,6,,,1.796,1-B4,N,Y,6,Y,Y,0.066,8.4,9.3,13.5,8.2,12.9,7.8,3.9,3.2,,,10/6/20,57.6,10/11/20,22.4,0.6111,0.3889,,10/24/20,4,0.5232,923.3249,26.2745,10.21786111,,,,,,,,,,,,,,,,,58584.32,
BC-7-2020,BC-20-7,BC-7-20,BC-20-7,2020-06-01,Early,Baird Canyon,7/8/20,60.73831,-144.5687,1.418,39.9,,3.8,,10.7,,5,28.1,F,0.108,1-B3,,,,,,,5.5,,,1.178,1-A11,N,Y,7,Y,Y,0.05,8,12.5,8.4,10.5,5.9,8.7,1.9,1.4,Eggs gooshy,,10/6/20,65.3,10/11/20,25.1,0.6156,0.3844,,10/24/20,4,0.4224,923.3249,27.3985,10.53142956,,,,,,,,,,,,,,,,,58584.32,
BC-8-2020,BC-20-8,BC-8-20,BC-20-8,2020-06-01,Early,Baird Canyon,7/8/20,60.73831,-144.5687,1.61,39.9,,3.6,,11.7,,5.6,30,F,0.18,1-B5,10,,,,,,5,,,1.272,1-B1,NO READ,Y,7,Y,Y,0.104,6.4,5.1,2.8,2.4,1.4,4.2,0.8,1.3,Caliper reading 1 egg 6.4 mm,,10/6/20,66.4,10/11/20,21.7,0.6732,0.3268,,10/24/20,4,0.4588,923.3249,25.1628,8.22338494,,,,,,,,,,,,,,,,,58584.32,
BC-9-2020,BC-20-9,BC-9-20,BC-20-9,2020-06-01,Early,Baird Canyon,7/8/20,60.73831,-144.5687,2.462,47.8,,4.6,,13.3,,6.4,33,M,0.07,1-B6,,,,,,,,,,2.166,1-B2,N,Y,6,Y,Y,0.034,6,6,4.8,7.7,3.2,3.1,1.4,2.6,,,10/6/20,60.4,10/11/20,21.2,0.649,0.351,,10/24/20,4,0.2702,923.3249,24.6192,8.641176159,,,,,,,,,,,,,,,,,58584.32,
BC-10-2020,BC-20-10,BC-10-20,BC-20-10,2020-06-01,Early,Baird Canyon,7/8/20,60.73831,-144.5687,1.798,42.6,,3.7,,12.5,,6,30.4,F,0.138,1-C4,,,,,,,5.1,,,1.49,1-B8,N,Y,5,Y,Y,0.058,5.2,5.1,4.1,4.9,2.4,3.3,2.6,1.1,,,10/6/20,50.6,10/11/20,17.6,0.6522,0.3478,,10/24/20,4,0.3856,923.3249,24.5659,8.54466087,,,,,,,,,,,,,,,,,58584.32,
BC-11-2020,BC-20-11,BC-11-20,BC-20-11,2020-06-02,Early,Baird Canyon,7/7/20,60.73831,-144.5687,1.808,41.7,,3.9,,11.6,,6.3,29.7,F,0.14,1-B2,10,0.385,10,0.4834,10,0.4833,5.5,4.9,5,,1-A10,N,Y,7,Y,Y,0.078,16.2,10.2,16.6,14.3,9.7,9.9,2.6,2.2,,,10/17/20,47.3,10/30/20,18.5,0.6089,0.3911,,11/5/20,4,0.294,923.3249,27.8273,10.8838277,,,,,,,,,,,,,,,,,58584.32,
BC-12-2020,BC-20-12,BC-12-20,BC-20-12,2020-06-02,Early,Baird Canyon,7/7/20,60.73831,-144.5687,2.348,45.3,,5.3,,12.8,,7.5,32.5,M,0.072,1-A5,,,,,,,,,,2.046,1-A5,N,Y,5,Y,Y,0.028,8.3,6.4,8.3,9.3,5.5,7.4,2.4,3.3,,,10/17/20,58.1,10/30/20,20.3,0.6506,0.3494,,11/5/20,2,0.4329,923.1981,26.7697,9.353268675,,,,,,,,,,,,,,,,,58584.32,
BC-13-2020,BC-20-13,BC-13-20,BC-20-13,2020-06-02,Early,Baird Canyon,7/7/20,60.73831,-144.5687,2.798,47.6,,5.4,,14.7,,7.6,36,M,0.082,1-A2,,,,,,,,,,2.546,1-A2,N,Y,5,Y,Y,0.044,7.4,5.2,7.4,5.2,6.3,3.9,1.8,1.5,heart gills not removed for carcass minus guts weight,,10/17/20,62.5,10/30/20,22.5,0.64,0.36,,11/5/20,4,0.3318,923.3249,26.7268,9.621648,,,,,,,,,,,,,,,,,58584.32,
BC-14-2020,BC-20-14,BC-14-20,BC-20-14,2020-06-02,Early,Baird Canyon,7/7/20,60.73831,-144.5687,3.046,48.4,,5.7,,14.9,,7.8,37,M,0.112,1-B1,,,,,,,,,,2.658,1-A9,N,Y,5,Y,Y,0.052,7.6,7.2,6.7,6.5,6,4.7,1.9,2.3,,,10/17/20,54.1,10/30/20,19.6,0.6377,0.3623,,11/5/20,2,0.3202,923.1981,27.6168,10.00534713,,,,,,,,,,,,,,,,,58584.32,
BC-15-2020,BC-20-15,BC-15-20,BC-20-15,2020-06-02,Early,Baird Canyon,7/7/20,60.73831,-144.5687,3.002,49.8,,6.1,,14.6,,7.3,35.5,M,0.076,1-A6,,,,,,,,,,2.632,1-A6,N,Y,5,Y,Y,0.034,4,6,3.8,4.2,2.8,3.9,1.6,4.9,,,10/17/20,62.3,10/30/20,21.7,0.6517,0.3483,,11/5/20,4,0.2681,923.3249,26.3438,9.175930337,4,0.2829,923.1981,26.6939,9.297875281,,,,,,,,,,,,58584.32,
BC-16-2020,BC-20-16,BC-16-20,BC-20-16,2020-06-02,Early,Baird Canyon,7/7/20,60.73831,-144.5687,2.258,46.7,,5.2,,13,,7,31.1,M,0.102,1-A3,,,,,,,,,,1.97,1-A3,N,Y,5,Y,Y,0.052,6.8,6.5,6.5,6.5,6.4,6.6,2.4,3.2,,,10/17/20,52.8,10/30/20,18.9,0.642,0.358,,11/10/20,4,0.2377,923.3249,26.2758,9.405542045,,,,,,,,,,,,,,,,,58584.32,
BC-17-2020,BC-20-17,BC-17-20,BC-20-17,2020-06-02,Early,Baird Canyon,7/7/20,60.73831,-144.5687,1.946,41.7,,4.6,,12.8,,7.1,31.5,M,0.066,1-A4,,,,,,,,,,1.72,1-A4,N,Y,5,Y,Y,0.034,5.2,5.9,4.5,6.3,3.3,4,1.1,1.2,,,10/17/20,41.4,10/30/20,15.2,0.6329,0.3671,,11/10/20,2,0.3361,922.6597,24.7758,9.096428986,,,,,,,,,,,,,,,,,58584.32,
BC-18-2020,BC-20-18,BC-18-20,BC-20-18,2020-06-02,Early,Baird Canyon,7/7/20,60.73831,-144.5687,1.328,40.9,,3.1,,10.6,,6.4,26,F,0.13,1-A1,10,0.4627,10,2.8037,10,0.2786,4.8,4.5,4.6,1.064,1-A1,N,Y,5,Y,Y,0.05,9.7,9.3,6.1,7.2,3.1,4.2,1.2,2.7,,,10/17/20,45.2,10/30/20,15.7,0.6527,0.3473,,11/10/20,4,0.2389,923.3249,25.9962,9.02965354,,,,,,,,,,,,,,,,,58584.32,
BC-19-2020,BC-20-19,BC-19-20,BC-20-19,2020-06-02,Early,Baird Canyon,7/7/20,60.73831,-144.5687,1.988,44,,3.7,,12.4,,6,30.9,F,0.12,1-A8,1,,,,,,4.7,,,1.682,1-A8,N,Y,5,Y,Y,0.06,16.2,12.7,11.8,10.8,7.9,6,3.6,2.5,,,10/17/20,57.2,10/30/20,20.6,0.6399,0.3601,,11/10/20,2,0.3533,922.6597,26.7499,9.633705245,,,,,,,,,,,,,,,,,58584.32,
BC-20-2020,BC-20-20,BC-20-20,BC-20-20,2020-06-02,Early,Baird Canyon,7/8/20,60.73831,-144.5687,1.942,43.3,,3.7,,12.5,,6,31.4,F,0.114,1-C3,1,,,,,,5,,,1.662,1-B7,N,Y,5,Y,Y,0.066,12.6,12.8,11,9.7,6.2,6,1.8,1.6,,,10/17/20,53.5,10/30/20,19.4,0.6374,0.3626,,11/10/20,4,0.3924,923.3249,25.2556,9.158105421,,,,,,,,,,,,,,,,,58584.32,
BC-21-2020,BC-20-21,BC-21-20,BC-20-21,2020-06-30,Middle,Baird Canyon,7/9/20,60.73831,-144.5687,0.936,34.8,,3.1,,9.1,,4.2,23.3,M,0.044,1-C6,,,,,,,,,,0.81,1-B10,N,Y,7,Y,Y,0.022,5.8,7.7,4.5,5.4,1.6,3.8,1.3,2.1,,,10/30/20,57.6,11/3/20,19.3,0.6649,0.3351,,11/14/20,2,0.4097,955.4635,25.4462,8.526244097,,,,,,,,,,,,,,,,,58584.32,
BC-22-2020,BC-20-22,BC-22-20,BC-20-22,2020-06-30,Middle,Baird Canyon,7/10/20,60.73831,-144.5687,1.986,44.8,,3.6,,12.2,,5.6,30.1,F,0.088,1-E1,10,0.1738,10,0.277,10,0.2523,3.2,3.3,3.1,1.728,1-C9,Y,Y,9,Y,Y,0.036,9.7,12.1,11.5,11.4,5.6,6.8,3.5,4.5,,,10/30/20,53.9,11/3/20,20.7,0.616,0.384,,11/14/20,4,0.4889,923.3249,26.1697,10.05033006,,,,,,,,,,,,,,,,,58584.32,
BC-23-2020,BC-20-23,BC-23-20,BC-20-23,2020-06-30,Middle,Baird Canyon,7/9/20,60.73831,-144.5687,2.186,44.2,,4.6,,13.2,,6.5,31.8,M,0.04,1-C5,,,,,,,,,,1.952,1-B9,Y,Y,5,Y,Y,0.016,11.2,9,13.5,12,8.4,9.5,5.2,3.2,,,10/30/20,55.9,11/3/20,21.8,0.61,0.39,,11/14/20,2,0.3915,955.4635,27.9354,10.89430626,,,,,,,,,,,,,,,,,58584.32,
BC-24-2020,BC-20-24,BC-24-20,BC-20-24,2020-06-30,Middle,Baird Canyon,7/10/20,60.73831,-144.5687,2.442,46.1,,6.2,,12.7,,6,31.8,M,0.078,1-E4,,,,,,,,,,2.176,1-C12,N,Y,7,Y,Y,0.04,5.6,4.4,2.4,2.9,1.5,2.4,1.5,2.4,,,10/30/20,67.5,11/3/20,23.9,0.6459,0.3541,,11/14/20,4,0.4212,923.3249,26.2508,9.294727704,,,,,,,,,,,,,,,,,58584.32,
BC-25-2020,BC-20-25,BC-25-20,BC-20-25,2020-06-30,Middle,Baird Canyon,7/10/20,60.73831,-144.5687,1.536,40.8,,3.9,,11.1,,4.9,28,M,0.05,1-E2,,,,,,,,,,1.388,1-C10,N,Y,6,Y,Y,0.024,6,7.2,6.1,6,3.1,2.8,1.3,1.4,,,10/30/20,48.5,11/3/20,17.8,0.633,0.367,,11/14/20,2,0.3297,955.4635,26.6447,9.778879588,,,,,,,,,,,,,,,,,58584.32,
BC-26-2020,BC-20-26,BC-26-20,BC-20-26,2020-06-30,Middle,Baird Canyon,7/9/20,60.73831,-144.5687,2.628,48.8,,5.8,,13.7,,6.5,33.8,M,0.064,1-C8,,,,,,,,,,2.352,1-B12,N,Y,6,Y,Y,0.032,4.7,5.1,3.7,3.1,2.6,2.2,1.2,1.1,,,10/30/20,60.3,11/3/20,21.4,0.6451,0.3549,,11/14/20,4,0.2935,923.3249,27.1363,9.63046136,,,,,,,,,,,,,,,,,58584.32,
BC-27-2020,BC-20-27,BC-27-20,BC-20-27,2020-06-30,Middle,Baird Canyon,7/9/20,60.73831,-144.5687,0.5,27.7,,2.1,,7.7,,3.5,19.3,M,0.028,1-D4,,,,,,,,,,,1-C4,N,Y,8,Y,Y,0.014,8.3,7,6.6,6.2,6.8,4.3,5.3,1.6,,,10/30/20,40.5,11/3/20,15,0.6296,0.3704,,11/14/20,2,0.2776,955.4635,25.9807,9.622481481,,,,,,,,,,,,,,,,,58584.32,
BC-28-2020,BC-20-28,BC-28-20,BC-20-28,2020-06-30,Middle,Baird Canyon,7/10/20,60.73831,-144.5687,1.566,41.6,,3.1,,11.1,,5.7,28,F,0.11,1-E6,10,0.2474,10,0.3454,10,0.2944,3.5,3.4,3.8,1.34,1-D2,N,Y,10,Y,Y,0.05,9.2,11.3,6.9,6.3,4.7,2.5,3.4,1.5,,,10/30/20,44.7,11/3/20,16.8,0.6242,0.3758,,11/14/20,4,0.3338,923.3249,26.5014,9.960257718,,,,,,,,,,,,,,,,,58584.32,
BC-29-2020,BC-20-29,BC-29-20,BC-20-29,2020-06-30,Middle,Baird Canyon,7/10/20,60.73831,-144.5687,2.25,47.3,,3.8,,12,,6.2,31.2,F,0.15,1-E8,10,0.2936,10,0.3864,10,0.36,3.9,4.2,4,1.932,1-D4,N,Y,7,Y,Y,0.084,6.5,6.9,5.4,5.4,5.7,9.7,3.2,1.5,Worms on guts,,10/30/20,52,11/3/20,18.6,0.6423,0.3577,,11/14/20,2,0.3333,955.4635,27.7734,9.934331538,,,,,,,,,,,,,,,,,58584.32,
BC-30-2020,BC-20-30,BC-30-20,BC-20-30,2020-06-30,Middle,Baird Canyon,7/10/30,60.73831,-144.5687,1.824,43.9,,3.8,,11.6,,5.4,29,F,0.152,1-E3,10,0.4419,10,0.4323,10,0.3794,4.2,4.2,4.3,1.562,1-C11,N,Y,6,Y,Y,0.082,5.9,5.8,7.9,8.5,5.9,5.4,3.3,2.2,,,10/30/20,45.4,11/3/20,17.9,0.6057,0.3943,,11/14/20,4,0.3808,923.3249,27.2128,10.72927577,,,,,,,,,,,,,,,,,58584.32,
BC-31-2020,BC-20-31,BC-31-20,BC-20-31,2020-07-01,Middle,Baird Canyon,7/10/20,60.73831,-144.5687,1.27,36.6,,3.8,,10.8,,5,27.1,M,0.07,1-D7,,,,,,,,,,1.086,1-C7,N,Y,7,Y,Y,0.034,6.1,6.5,7.9,5.1,5.6,2.4,0.9,3.1,,,11/5/20,57.2,11/10/20,20.5,0.6416,0.3584,,11/15/20,2,0.2638,955.4635,25.656,9.194895105,,,,,,,,,,,,,,,,,58584.32,
BC-32-2020,BC-20-32,BC-32-20,BC-20-32,2020-07-01,Middle,Baird Canyon,7/9/20,60.73831,-144.5687,2.31,44.8,,4.1,,12.8,,6.2,32.7,F,0.236,1-C7,10,0.7544,10,0.5627,10,0.4766,4.5,4.4,4.4,1.88,1-B11,N,Y,7,Y,Y,0.108,5.5,5.5.,5.7,3.3,3.2,5.1,1.6,2.1,,,11/5/20,56.1,11/10/20,19.9,0.6453,0.3547,,11/15/20,4,0.2715,923.3249,25.9703,9.212281105,,,,,,,,,,,,,,,,,58584.32,
BC-33-2020,BC-20-33,BC-33-20,BC-20-33,2020-07-01,Middle,Baird Canyon,7/9/20,60.73831,-144.5687,1.834,43,,3.5,,11.5,,6.1,29,F,0.158,1-D5,,,,,,,5.2,,,1.518,1-C5,N,Y,10,Y,Y,0.078,6.7,3.4,6.9,6.1,4.4,5.4,2.1,3.2,gooshy eggs,,11/5/20,61.2,11/10/20,21.9,0.6422,0.3578,,11/15/20,2,0.264,955.4635,26.8669,9.614135784,,,,,,,,,,,,,,,,,58584.32,
BC-34-2020,BC-20-34,BC-34-20,BC-20-34,2020-07-01,Middle,Baird Canyon,7/10/20,60.73831,-144.5687,1.832,43.3,,4,,11.3,,5.4,30.4,F,0.142,1-D8,,,,,,,5.1,,,1.536,1-C8,N,Y,7,Y,Y,0.074,7.6,5.9,3.2,4.2,2.3,2.9,1.8,1.3,"Wormy guts - pete took photo, gooshy eggs",,11/5/20,56.8,11/10/20,20.5,0.6391,0.3609,,11/15/20,4,0.3874,923.3249,26.7063,9.63871743,,,,,,,,,,,,,,,,,58584.32,
BC-35-2020,BC-20-35,BC-35-20,BC-20-35,2020-07-01,Middle,Baird Canyon,7/9/20,60.73831,-144.5687,2.048,46.2,,4,,11.4,,5.9,29.1,F,0.098,1-D6,,,,,,,4.2,,,1.78,1-C6,N,Y,6,Y,Y,0.042,7.7,6.2,5.7,5.6,3.8,4.2,1.9,3,,,11/5/20,56.3,11/10/20,20.4,0.6377,0.3623,,11/15/20,2,0.3912,955.4635,26.5213,9.609849378,4,0.4298,923.3249,25.8724,9.374723979,,,,,,,,,,,,58584.32,
BC-36-2020,BC-20-36,BC-36-20,BC-20-36,2020-07-01,Middle,Baird Canyon,7/9/20,60.73831,-144.5687,1.548,40.1,,3.7,,11.2,,5.1,28.4,F,0.124,1-D3,10,0.4618,10,0.3906,10,0.4142,3.9,4.2,4,,1-C3,N,Y,5,Y,Y,0.064,7.9,10.6,6.8,6.9,4,4.9,1.1,3.1,,,11/5/20,56.1,11/10/20,20.3,0.6381,0.3619,,11/15/20,2,0.4738,955.4635,28.467,10.30089305,,,,,,,,,,,,,,,,,58584.32,
BC-37-2020,BC-20-37,BC-37-20,BC-20-37,2020-07-01,Middle,Baird Canyon,7/9/20,60.73831,-144.5687,2.684,47.3,,6.2,,13.3,,6.3,33,M,0.084,1-D2,,,,,,,,,,2.392,1-C2,N,Y,9,Y,Y,0.04,2.8,3.1,2.4,3.1,1.8,1.5,1,1,,,11/5/20,57.3,11/10/20,22.2,0.6126,0.3874,,11/15/20,4,0.4203,923.3249,23.9636,9.284326702,,,,,,,,,,,,,,,,,58584.32,
BC-38-2020,BC-20-38,BC-38-20,BC-20-38,2020-07-01,Middle,Baird Canyon,7/9/20,60.73831,-144.5687,2.402,46.6,,5.5,,13.6,,6.8,32.9,M,0.028,1-D1,,,,,,,,,,2.184,1-C1,Y,Y,8,Y,Y,0.016,10.5,8.7,7.9,8.6,5.5,8.1,4.5,4,,,11/5/20,72.1,11/10/20,27.8,0.6144,0.3856,,11/15/20,2,0.4367,955.4635,28.3494,10.93083662,,,,,,,,,,,,,,,,,58584.32,
BC-39-2020,BC-20-39,BC-39-20,BC-20-39,2020-07-01,Middle,Baird Canyon,7/10/20,60.73831,-144.5687,1.786,42.2,,3.9,,11.5,,5.3,29.8,F,0.078,1-E7,10,0.1876,10,0.1959,10,0.1616,3.6,3.4,3.4,1.58,1-D3,N,Y,5,Y,Y,0.034,7.7,8.9,8.6,6.4,6.5,5.2,3,3.5,,,11/5/20,69.2,11/10/20,26.4,0.6185,0.3815,,11/15/20,4,0.4372,923.3249,27.5083,10.49449595,,,,,,,,,,,,,,,,,58584.32,
BC-40-2020,BC-20-40,BC-40-20,BC-20-40,2020-07-01,Middle,Baird Canyon,7/10/20,60.73831,-144.5687,2.686,45.6,,5.8,,13.4,,6,33.7,M,0.026,1-E5,,,,,,,,,,2.442,1-D1,Y,Y,10,Y,Y,0.012,10.7,8.9,11,9.3,6.5,5.5,3,2,,,11/5/20,66.9,11/10/20,25.1,0.6248,0.3752,,11/15/20,2,0.4854,955.4635,29.8175,11.18713378,,,,,,,,,,,,,,,,,58584.32,
CA-1-2020,CA-20-41,CA-1-20,CA-20-41,2020-08-05,Late,Chitina Airport,9/23/20,61.586499,-144.427586,1.492,41.8,,4.8,,9.9,,5.1,25.4,M,0.018,2-B6,,,,,,,,,,1.366,2-B2,Y,Y,6,Y,Y,0.01,3.9,3.3,3.2,2.4,1.6,1.2,0.8,0.8,,,11/14/20,121.1,11/19/20,35.2,0.7093,0.2907,,11/23/20,2,0.4236,955.4635,25.2043,7.326105367,,,,,,,,,,,,,,,,,150114.06,
CA-2-2020,CA-20-42,CA-2-20,CA-20-42,2020-08-06,Late,Chitina Airport,9/23/20,61.586499,-144.427586,2.206,45.3,,6.3,,11.8,,5.6,29.2,M,0.064,2-A7,,,,,,,,,,1.994,2-A7,N,Y,5,Y,Y,0.03,1.1,0.8,0.8,0.8,1.3,0.8,1.6,0.7,,,11/14/20,115.1,11/19/20,31.3,0.7281,0.2719,,11/23/20,4,0.3961,923.3249,23.4554,6.378401564,,,,,,,,,,,,,,,,,150114.06,
CA-3-2020,CA-20-43,CA-3-20,CA-20-43,2020-08-06,Late,Chitina Airport,9/28/20,61.586499,-144.427586,2.29,46.7,,3.9,,12,,5.8,30.8,F,0.266,Fin Well ID 3(2),,,,,,,5.1,,,1.93,2-E3,N,Y,5,Y,Y,0.116,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.7,,,11/14/20,175,11/19/20,47.7,0.7274,0.2726,,11/24/20,2,0.394,955.4635,23.7983,6.486736629,,,,,,,,,,,,,,,,,150114.06,
CA-4-2020,CA-20-44,CA-4-20,CA-20-44,2020-08-06,Late,Chitina Airport,9/28/20,61.586499,-144.427586,1.492,41.4,,3.5,,10,,5,26,F,0.158,Fin well ID 7(2),10,0.804,,,,,4.2,,,1.248,2-E7,N,Y,5,Y,Y,0.076,1,0.7,0.7,1.2,0.6,0.7,0.5,0.9,,,11/14/20,108.1,11/19/20,28.1,0.7401,0.2599,,11/24/20,2,0.4491,955.4635,23.668,6.152366327,,,,,,,,,,,,,,,,,150114.06,
CA-5-2020,CA-20-45,CA-5-20,CA-20-45,2020-08-06,Late,Chitina Airport,9/23/20,61.586499,-144.427586,1.452,40.6,,4.5,,10.6,,4.7,26.1,M,0.048,2-B5,,,,,,,,,,1.312,2-B1,N,Y,6,Y,Y,0.024,3.9,1.6,1.5,1.5,1.4,1.4,0.8,0.8,,,11/14/20,161.5,11/19/20,48.1,0.7022,0.2978,,11/24/20,2,0.4778,955.4635,23.399,6.968990093,,,,,,,,,,,,,,,,,150114.06,
CA-6-2020,CA-20-46,CA-6-20,CA-20-46,2020-08-06,Late,Chitina Airport,9/23/20,61.586499,-144.427586,1.17,38.1,,4.8,,9.7,,4.2,23.9,M,0.056,2-A5,,,,,,,,,,1.032,2-A5,N,Y,6,Y,Y,0.028,1.6,1.5,2.9,1.2,2.3,0.9,1.6,0.8,,,11/14/20,183.8,11/19/20,51.9,0.7176,0.2824,,11/24/20,2,0.3783,955.4635,24.0486,6.790654733,,,,,,,,,,,,,,,,,150114.06,
CA-7-2020,CA-20-47,CA-7-20,CA-20-47,2020-08-06,Late,Chitina Airport,9/28/20,61.586499,-144.427586,1.63,41.9,,3.6,,10.5,,5.3,27.6,F,0.19,Fin well ID 48,10,0.7253,,,,,5,,,1.35,2-D12,N,Y,5,Y,Y,0.076,1.3,1.1,1.5,1.3,1,0.8,1.3,0.6,,,11/14/20,182.3,11/19/20,54.4,0.7016,0.2984,,11/24/20,2,0.3975,955.4635,25.6418,7.651749424,,,,,,,,,,,,,,,,,150114.06,
CA-8-2020,CA-20-48,CA-8-20,CA-20-48,2020-08-06,Late,Chitina Airport,9/23/20,61.586499,-144.427586,1.91,44.5,,5.1,,11.7,,5.5,28.1,M,0.058,2-B3,,,,,,,,,,1.752,2-A11,N,Y,5,Y,Y,0.03,4,4.2,3.9,5.1,2.8,1.8,1.2,1.3,,,11/14/20,146.8,11/19/20,48.2,0.6717,0.3283,,11/24/20,2,0.4147,955.4635,16.4674,5.406871117,,,,,,,,,,,,,,,,,150114.06,
CA-9-2020,CA-20-49,CA-9-20,CA-20-49,2020-08-06,Late,Chitina Airport,9/24/20,61.586499,-144.427586,1.76,43.4,,5.4,,10.5,,4.9,26.6,M,0.064,2-C1,,,,,,,,,,1.592,2-B5,N,Y,6,Y,Y,0.036,0.8,0.8,0.8,0.7,0.7,0.7,0.6,0.6,,,11/14/20,114.3,11/19/20,29.7,0.7402,0.2598,,11/24/20,2,0.381,955.4635,23.7752,6.177807874,,,,,,,,,,,,,,,,,150114.06,
CA-10-2020,CA-20-50,CA-10-20,CA-20-50,2020-08-06,Late,Chitina Airport,9/23/20,61.586499,-144.427586,2.442,48.2,,5.8,,13,,5.7,30.8,M,0.044,2-B7,,,,,,,,,,2.244,2-B3,Y,Y,6,Y,Y,0.024,6.6,5.5,5.9,5.7,3.7,5.6,1.5,2.3,,,11/14/20,158.3,11/19/20,55.6,0.6488,0.3512,,11/24/20,2,0.4336,955.4635,29.0382,10.19914037,,,,,,,,,,,,,,,,,150114.06,
