"","Fish_ID_Revised","Fish_ID","GillClip_ID_Revised","GillClip_ID","Collection_Date","RunTimingGroup","Collection_Location","Processing_Date","Col_Location_Lat","Col_Location_Long","Fish_Wt","Fish_Leng_1","Fish_Leng_1_tape","Fish_Leng_2","Fish_Leng_2_tape","Fish_Ht","Fish_Ht_tape","Fish_Wdth","Fish_Grth","Sex","Gonad_Wt","DWP.","Fem_Fecun_1_num","Fem_Fecun_1_wt","Fem_Fecun_2_num","Fem_Fecun_2_wt","Fem_Fecun_3_num","Fem_Fecun_3_wt","Fem_Egg_Sz_1","Fem_Egg_Sz_2","Fem_Egg_Sz_3","Carcass.guts_Wt","Oto_Well_ID","Strontium_marked_Y.N","Scales_Y.N","Scales_num","Fish_Ground_Y.N","Gonad_Saved_Y.N","Gonad_Saved_wt","Fat_Meter_1._L","Fat_Meter_1._R","Fat_Meter_2._L","Fat_Meter_2._R","Fat_Meter_3._L","Fat_Meter_3._R","Fat_Meter_4._L","Fat_Meter_4._R","Dissect_Comments","SpawnStatus","Date_LabDryStart","Fish.BagWt_g","Date_LabDryFinal","DryFish.BagWt_g","Pwater","Pdry","Dry_Comments","Date_BCProcess","Bomb_ID_1","Bomb_PelletWt_g_1","EE_Value_1","EnergyDensity_mJ.kg_1","EnergyPDry_1","Bomb_ID_2","Bomb_PelletWt_g_2","EE_value_2","EnergyDensity_mJ.kg_2","EnergyPDry_2","Bomb_ID_3","Bomb_PelletWt_g_3","EE_value_3","EnergyDensity_mJ.kg_3","EnergyPDry_3","Bomb_ID_4","Bomb_PelletWt_g_4","EE_value_4","EnergyDensity_mJ.kg_4","EnergyPDry_4","BC_comments","Collection_RiverMile_m","Elevation_m","Year","Group_Assignment","Fish_Leng_1_mm","Fish_Leng_2_mm","Fish_Ht_mm","Fish_Grth_mm","Fish_Wt_g","bodysize_pc_g_mm"
"111","SA-2-2020","SA-20-2","SA-2-20","SA-20-2","2020-08-11",NA,"St Anne","9/24/20",61.73953006,-145.9685194,1.926,44.9,NA,7.8,NA,15.3,NA,4.5,NA,"M",0.016,"2-D4",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.798,"2-C4","N","","","Y","Y",0.006,0.3,0.6,0.5,0.4,0.5,0.4,0.7,0.6,"",0,"1/23/20",85.5,"1/28/21",15.2,"0.8222","0.1778",NA,"2/23/21",4,0.3158,923.3249,19.5469,3.475004444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2020,"KlutinaLake",449,78,153,302.585332932724,1926,1.00367551783392
"112","SA-3-2020","SA-20-3","SA-3-20","SA-20-3","2020-08-11",NA,"St Anne","9/24/20",61.73953006,-145.9685194,1.688,47.7,NA,6.1,NA,12.4,NA,4,26.6,"M",0.016,"2-D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,"2-C1","N","Y","","Y","Y",0.008,0.3,0.3,0.4,0.4,0.3,0.6,0.5,0.4,"",0,"1/23/21",105.5,"1/28/21",21.7,"0.7943","0.2057",NA,"2/23/21",2,0.4868,955.4635,17.9294,3.687848152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2020,"KlutinaLake",477,61,124,266,1688,0.172940220205967
"116","SA-7-2020","SA-20-7","SA-7-20","SA-20-7","2020-08-11",NA,"St Anne","9/24/20",61.73953006,-145.9685194,2.24,46.9,NA,8.5,NA,15.8,NA,4.9,35,"M",0.03,"2-D6",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.118,"2-C6","N","Y","bad scales","Y","Y",0.016,0.3,0.3,0.3,0.7,0.8,0.3,0.5,0.4,"",0,"1/23/21",104.2,"1/28/21",20.3,"0.8052","0.1948",NA,"2/23/21",2,0.3927,955.4635,18.2457,3.554584549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2020,"KlutinaLake",469,85,158,350,2240,2.18266922244279
"119","SA-10-2020","SA-20-10","SA-10-20","SA-20-10","2020-08-11",NA,"St Anne","9/24/20",61.73953006,-145.9685194,1.982,44,NA,7.3,NA,14.9,NA,4.8,33,"M",0.046,"2-C6",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,"2-B10","N","Y","5","Y","Y",0.026,0.4,0.4,0.3,0.4,0.4,0.4,0.3,0.4,"",0,"1/23/21",92.2,"1/28/21",18.7,"0.7972","0.2028",NA,"2/23/21",4,0.5074,923.3249,20.6418,4.18656898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2020,"KlutinaLake",440,73,149,330,1982,1.1348874866308
"120","LL-1-2020","LL-20-1","LL-1-20","LL-20-1","2020-08-31",NA,"Long Lake","9/23/20",61.37920879,-143.30713,2.61,50.4,NA,8.4,NA,12.3,NA,6.2,31,"M",0.046,"2-A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34,"2-A1","N","Y","5","Y","Y",0.026,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"1/15/21",125.3,"1/21/21",30.9,"0.7534","0.2466",NA,"2/25/21",2,0.3648,923.3249,23.1414,5.706857622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2020,"Chitina",504,84,123,310,2610,1.26179267767846
"122","LL-3-2020","LL-20-3","LL-3-20","LL-20-3","2020-08-31",NA,"Long Lake","9/23/20",61.37920879,-143.30713,2.246,48,NA,6.9,NA,11.2,NA,5.8,29,"M",0.054,"2-A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.076,"2-A4","N","Y","6","Y","Y",0.026,0.7,0.7,0.7,0.8,1,0.8,0.6,0.6,"",0,"1/15/21",146.1,"1/21/21",36.2,"0.7522","0.2478",NA,"2/25/21",2,0.3852,955.4635,23.2672,5.765042026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2020,"Chitina",480,69,112,290,2246,0.247519299178015
"123","LL-4-2020","LL-20-4","LL-4-20","LL-20-4","2020-08-31",NA,"Long Lake","9/26/20",61.37920879,-143.30713,2.518,48.9,NA,7.8,NA,12,NA,5.5,29.6,"M",0.068,"Fin clip 42",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.318,"2-D6","N","Y","4","Y","Y",0.034,1.2,0.6,1.6,0.7,0.7,0.7,0.7,0.5,"",0,"1/15/21",139,"1/21/21",33.7,"0.7576","0.2424",NA,"2/25/21",2,0.3714,955.4635,23.2971,5.648289712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2020,"Chitina",489,78,120,296,2518,0.711822669196307
"124","LL-5-2020","LL-20-5","LL-5-20","LL-20-5","2020-08-31",NA,"Long Lake","9/23/20",61.37920879,-143.30713,2.228,46.1,NA,6.3,NA,11.5,NA,6.5,32,"M",0.04,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.032,"2-A3","N","Y","5","Y","Y",0.022,1.3,2.1,0.9,1.3,1.2,1.4,1,0.8,"",0,"1/15/21",122,"1/21/21",34.6,"0.7164","0.2836",NA,"2/25/21",4,0.3548,923.3249,24.2427,6.875388689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2020,"Chitina",461,63,115,320,2228,0.431237556763973
"125","LL-6-2020","LL-20-6","LL-6-20","LL-20-6","2020-08-31",NA,"Long Lake","9/26/20",61.37920879,-143.30713,2.28,47.5,NA,6.3,NA,11.4,NA,6.2,29.6,"M",0.054,"Fin clip 31",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.096,"2-C7 one missing","N","Y","5","Y","Y",0.03,2.1,1.2,1.4,1.2,0.8,1.1,1.4,1.1,"",0,"1/15/21",113.9,"1/21/21",36.1,"0.6831","0.3169",NA,"2/25/21",2,0.3212,955.4635,25.6287,8.122880334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2020,"Chitina",475,63,114,296,2280,0.301335646049129
"132","MA-3-2021","MA-3-2021","MA-3-21","MA-3","2021-07-18",NA,"Mahlo","7/23/21",61.73588,-145.7294181,1.808,40.5,NA,7,NA,14.4,NA,6.5,31.6,"M",0.068,"1-F1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.656,"1-D5","N","Y","5","Y","Y",0.042,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.5,"",0,"10/6/21",109.5,"10/11/21",24,"0.7808","0.2192",NA,"10/12/21",2,0.3227,955.4635,22.8666,5.011857534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",405,70,144,316,1808,0.177898167286214
"133","MA-4-2021","MA-4-2021","MA-4-21","MA-4","2021-07-18",NA,"Mahlo","7/23/21",61.73588,-145.7294181,1.768,44.3,NA,7,NA,13.3,NA,6,30.3,"M",0.054,"1-F3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,"1-D7","N","Y","5","Y","Y",0.028,0.5,0.5,0.4,0.4,0.5,0.6,0.6,0.6,"",0,"10/6/21",117.3,"10/11/21",25.4,"0.7835","0.2165",NA,"10/12/21",4,0.2785,923.3249,20.4498,4.428174936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",443,70,133,303,1768,0.358012227403714
"134","MA-5-2021","MA-5-2021","MA-5-21","MA-5","2021-07-18",NA,"Mahlo","7/23/21",61.73588,-145.7294181,2.238,46.1,NA,8.4,NA,14.3,NA,6.3,33.9,"M",0.05,"1-F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.106,"1-D6","N","Y","5","Y","Y",0.024,0.6,0.4,0.7,0.5,0.6,0.5,0.6,0.5,"",0,"10/6/21",112,"10/11/21",26.3,"0.7652","0.2348",NA,"10/12/21",2,0.2094,955.4635,23.7454,5.57592875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",461,84,143,339,2238,1.47212625520121
"135","MA-6-2021","MA-6-2021","MA-6-21","MA-6","2021-07-18",NA,"Mahlo","7/23/21",61.73588,-145.7294181,2.678,50,NA,8.4,NA,16.8,NA,6.7,36.8,"M",0.066,"1-F4",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.494,"1-D8","N","Y","5","Y","Y",0.034,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,"",0,"10/6/21",131.9,"10/11/21",29.3,"0.7779","0.2221",NA,"10/12/21",4,0.3282,923.3249,22.3332,4.961052009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",500,84,168,368,2678,3.26388352514277
"137","MA-8-2021","MA-8-2021","MA-8-21","MA-8","2021-07-18",NA,"Mahlo","7/23/21",61.73588,-145.7294181,2.33,47.3,NA,7.6,NA,16,NA,6,35.4,"M",0.048,"1-F5",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18,"1-D9","N","Y","5","Y","Y",0.024,0.6,0.5,0.5,0.5,0.6,0.7,0.6,0.7,"",0,"10/6/21",92.8,"10/11/21",21.4,"0.7694","0.2306",NA,"10/12/21",4,0.2015,923.3249,22.2291,5.126107112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",473,76,160,354,2330,2.36596729512899
"140","MA-11-2021","MA-11-2021","MA-11-21","MA-11","2021-08-10",NA,"Mahlo","9/3/21",61.73588,-145.7294181,2.274,46.6,NA,8.8,NA,16.5,NA,5.8,35.1,"M",0.046,"3-D5",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11,"2-C5","N","Y","5","Y","Y",0.024,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.6,"",0,"10/6/21",112,"10/11/21",19.9,"0.8223","0.1777",NA,"10/12/21",2,0.2298,923.3249,17.78,3.159125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",466,88,165,351,2274,2.33545013675706
"146","MA-17-2021","MA-17-2021","MA-17-21","MA-17","2021-08-10",NA,"Mahlo","9/3/21",61.73588,-145.7294181,0.872,34,NA,5.4,NA,12,NA,4.3,25.7,"M",0.026,"3-C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816,"2-B6","N","Y","5","Y","Y",0.014,0.5,0.4,0.5,0.5,0.5,0.4,0.5,0.4,"",0,"10/7/21",103.4,"10/10/21",19.9,"0.8075","0.1925",NA,"10/12/21",2,0.3161,923.3249,20.9833,4.03837205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",340,54,120,257,872,-2.481332810308
"147","MA-18-2021","MA-18-2021","MA-18-21","MA-18","2021-08-10",NA,"Mahlo","9/3/21",61.73588,-145.7294181,2.354,47,NA,9.1,NA,15.7,NA,6.5,35.5,"M",0.048,"3-E6",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.226,"2-D2","N","Y","5","Y","Y",0.024,0.4,0.3,0.3,0.3,0.5,0.7,0.4,0.5,"",0,"10/7/21",96.4,"10/10/21",17.6,"0.8174","0.1826",NA,"10/12/21",4,0.3012,955.8343,19.8509,3.624230705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",470,91,157,355,2354,2.24576232782702
"148","MA-19-2021","MA-19-2021","MA-19-21","MA-19","2021-08-10",NA,"Mahlo","9/3/21",61.73588,-145.7294181,1.226,39,NA,5.8,NA,12.2,NA,5.1,27.5,"M",0.04,"3-C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.136,"2-B5","N","Y","5","Y","Y",0.022,0.8,0.5,0.7,0.6,0.6,0.5,0.6,0.4,"",0,"10/7/21",113.6,"10/10/21",23.9,"0.7896","0.2104",NA,"10/12/21",4,0.4298,923.3249,19.7383,4.152688116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",390,58,122,275,1226,-1.28370618508877
"149","MA-20-2021","MA-20-2021","MA-20-21","MA-20","2021-08-10",NA,"Mahlo","9/3/21",61.73588,-145.7294181,0.456,28,NA,3,NA,8.5,NA,3.8,19.6,"M",0.024,"3-C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416,"2-B7","N","Y","5","Y","Y",0.012,1,0.7,1.1,0.6,1.6,0.5,1.7,0.8,"",0,"10/7/21",80.2,"10/10/21",16.6,"0.793","0.207",NA,"10/12/21",2,0.3338,955.8343,21.2459,4.397530424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",280,30,85,196,456,-5.38185095877283
"151","SA-2-2021","SA-2-2021","SA-2-21","SA-2","2021-07-18",NA,"St Anne","7/23/21",61.73953006,-145.9685194,2.796,48.2,NA,8.3,NA,18.4,NA,6,40.7,"M",0.046,"1-F8",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.626,"1-D12","N","Y","5","Y","Y",0.02,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.5,"",0,"10/6/21",118.9,"10/11/21",23.7,"0.8007","0.1993",NA,"10/12/21",2,0.2613,955.8343,22.3577,4.456496972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",482,83,184,407,2796,3.9510915918308
"154","SA-5-2021","SA-5-2021","SA-5-21","SA-5","2021-07-18",NA,"St Anne","7/23/21",61.73953006,-145.9685194,2.758,48.7,NA,8.2,NA,17.5,NA,6.4,38.2,"M",0.048,"1-F7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-D11","N","Y","5","Y","Y",0.026,0.5,0.4,0.6,0.4,0.5,0.5,0.5,0.5,"",0,"10/6/21",112,"10/11/21",24.4,"0.7821","0.2179",NA,"10/13/21",4,0.322,955.8343,21.1558,4.608942143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",487,82,175,382,2758,3.42965689791655
"155","SA-6-2021","SA-6-2021","SA-6-21","SA-6","2021-07-18",NA,"St Anne","7/23/21",61.73953006,-145.9685194,3.068,49.1,NA,7.3,NA,17.6,NA,6.7,39.5,"M",0.05,"1-F6",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.894,"1-D10","N","Y","5","Y","Y",0.022,0.6,0.5,0.4,0.5,0.5,0.5,0.5,0.5,"",0,"10/6/21",116.9,"10/11/21",26.2,"0.7759","0.2241",NA,"10/13/21",2,0.2818,923.3249,21.6628,4.855135672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",491,73,176,395,3068,3.71664343871511
"158","SA-9-2021","SA-9-2021","SA-9-21","SA-9","2021-07-18",NA,"St Anne","7/23/21",61.73953006,-145.9685194,2.686,46.2,NA,8.3,NA,16.8,NA,6.4,36.6,"M",0.05,"2-A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.498,"1-E2","N","Y","5","Y","Y",0.022,0.7,0.5,0.6,0.5,0.5,0.5,0.5,0.5,"",0,"10/6/21",120.9,"10/11/21",24.3,"0.799","0.201",NA,"10/13/21",4,0.3059,955.8343,23.8329,4.790235484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",462,83,168,366,2686,2.56517323479075
"159","SA-10-2021","SA-10-2021","SA-10-21","SA-10","2021-07-18",NA,"St Anne","7/23/21",61.73953006,-145.9685194,2.842,49.5,NA,7,NA,17,NA,6.3,38.7,"M",0.052,"2-A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,"1-E1","N","Y","5","Y","Y",0.022,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.4,"",0,"10/6/21",114.1,"10/11/21",23.8,"0.7914","0.2086",NA,"10/13/21",2,0.2655,923.3249,22.9338,4.783737423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",495,70,170,387,2842,3.50690339774299
"165","SA-16-2021","SA-16-2021","SA-16-21","SA-16","2021-08-10",NA,"St Anne","9/4/21",61.73953006,-145.9685194,2.04,47,NA,7.5,NA,14.4,NA,5.7,31.6,"M",0.012,"3-F3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97,"2-D7","N","Y","5","Y","Y",0.06,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"",0,"10/11/21",71.3,"10/14/21",15.2,"0.7868","0.2132",NA,"10/14/21",2,0.394,955.8343,19.9601,4.255168583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",470,75,144,316,2040,1.32327010453859
"166","SA-17-2021","SA-17-2021","SA-17-21","SA-17","2021-08-10",NA,"St Anne","9/4/21",61.73953006,-145.9685194,2.18,46.9,NA,7.4,NA,6.1,NA,5.2,35.4,"M",0.02,"3-E8",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07,"2-D4","N","Y","5","Y","Y",0.01,0.7,0.4,0.7,0.3,0.4,0.4,0.4,0.4,"",0,"10/15/21",88.6,"10/19/21",17.2,"0.8059","0.1941",NA,"10/19/21",2,0.4459,955.8343,19.44,3.773905192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",469,74,61,354,2180,-0.407077359779608
"167","SA-18-2021","SA-18-2021","SA-18-21","SA-18","2021-08-10",NA,"St Anne","9/3/21",61.73953006,-145.9685194,2.25,49,NA,8.2,NA,14.2,NA,6.3,31.9,"M",0.042,"3-D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.108,"2-C8","N","Y","5","Y","Y",0.02,0.6,0.5,0.3,0.3,0.3,0.4,0.6,0.5,"",0,"10/11/21",97.8,"10/15/21",17.5,"0.8211","0.1789",NA,"10/15/21",2,0.379,955.8343,18.9866,3.397397751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",490,82,142,319,2250,1.66475741484587
"168","SA-19-2021","SA-19-2021","SA-19-21","SA-19","2021-08-10",NA,"St Anne","9/3/21",61.73953006,-145.9685194,2.734,49.5,NA,8,NA,16.5,NA,5.9,36.8,"M",0.046,"3-D7",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.584,"2-C7","N","Y","5","Y","Y",0.028,0.7,0.4,0.7,0.6,0.9,0.7,0.8,0.8,"",0,"10/11/21",112.4,"10/15/21",21.2,"0.8114","0.1886",NA,"10/15/21",4,0.3765,923.3249,20.5598,3.877827046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",495,80,165,368,2734,3.0938822270231
"169","SA-20-2021","SA-20-2021","SA-20-21","SA-20","2021-08-10",NA,"St Anne","9/3/21",61.73953006,-145.9685194,2.022,45.8,NA,7.6,NA,13.5,NA,5.9,30.7,"M",0.046,"3-D6",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.908,"2-C6","N","Y","5","Y","Y",0.024,0.7,0.5,0.5,0.9,0.6,0.8,0.5,0.7,"",0,"10/11/21",103.2,"10/15/21",17.1,"0.8343","0.1657",NA,"10/15/21",2,0.3518,955.8343,21.2191,3.515955523,4,0.2837,923.3249,20.0082,3.315312209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",458,76,135,307,2022,0.735142474086465
"170","LL-1-2021","LL-1-2021","LL-1-21","LL-L-1","2021-08-22",NA,"Long Lake","9/3/21",61.37920879,-143.30713,1.82,45.1,NA,5,NA,10.6,NA,6.1,26,"M",0.054,"3-E3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.694,"2-C11","N","Y","5","Y","Y",0.028,0.8,0.8,1,1,0.6,0.7,0.6,1.3,"",0,"10/11/21",73,"10/15/21",20.9,"0.7137","0.2863",NA,"10/15/21",2,0.357,955.8343,24.2812,6.951740822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",451,50,106,260,1820,-0.863907845786877
"172","LL-3-2021","LL-3-2021","LL-3-21","LL-L-3","2021-08-22",NA,"Long Lake","9/3/21",61.37920879,-143.30713,1.868,45.4,NA,5.4,NA,10.6,NA,6.2,27.4,"M",0.046,"3-F1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.748,"2-C9","N","Y","5","Y","Y",0.026,0.7,0.8,1.3,0.7,1.3,0.8,1,1.2,"",0,"10/11/21",111.1,"10/15/21",31.3,"0.7183","0.2817",NA,"10/15/21",2,0.3299,955.8343,24.6665,6.949247975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",454,54,106,274,1868,-0.607286882513115
"173","LL-4-2021","LL-4-2021","LL-4-21","LL-L-4","2021-08-22",NA,"Long Lake","9/3/21",61.37920879,-143.30713,1.878,44.8,NA,5.8,NA,11.3,NA,6.4,28.5,"M",0.062,"3-E2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.758,"2-C10","N","Y","5","Y","Y",0.032,0.8,0.7,0.7,0.6,0.7,1.1,1.1,1.2,"",0,"10/11/21",107.5,"10/15/21",28.9,"0.7312","0.2688",NA,"10/15/21",4,0.4045,923.3249,23.9016,6.425639442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",448,58,113,285,1878,-0.361828114741956
"177","LL-8-2021","LL-8-2021","LL-8-21","LL-L-8","2021-08-26",NA,"Long Lake","9/3/21",61.37920879,-143.30713,1.756,45.3,NA,5.9,NA,11.2,NA,6.4,27.4,"M",0.05,"3-D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.654,"2-C1","N","Y","5","Y","Y",0.026,0.7,1.1,0.6,1,0.6,1,0.6,1.1,"",0,"10/15/21",116.8,"10/20/21",29.3,"0.7491","0.2509",NA,"10/20/21",4,0.467,923.3249,21.9218,5.499218664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",453,59,112,274,1756,-0.461116460270332
"179","LL-10-2021","LL-10-2021","LL-10-21","LL-L-10","2021-08-26",NA,"Long Lake","9/4/21",61.37920879,-143.30713,1.682,44.1,NA,5,NA,11.1,NA,6.4,27.4,"M",0.048,"3-F5",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.592,"2-D9","N","Y","5","Y","Y",0.022,0.6,0.7,0.7,0.6,0.6,0.7,0.7,1.2,"",0,"10/15/21",69.1,"10/19/21",19.3,"0.7207","0.2793",NA,"10/19/21",4,0.2696,923.3249,23.0268,6.431508538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",441,50,111,274,1682,-0.699868329155472
"180","LL-11-2021","LL-11-2021","LL-11-21","LL-L-11","2021-09-23",NA,"Long Lake","9/24/21",61.37920879,-143.30713,1.954,NA,43,NA,2.9,NA,5.7,NA,34.4,"M",0.03,"4-E4",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.826,"2-G12","N","Y",NA,"Y","Y",NA,0.4,0.4,0.7,0.4,0.4,0.4,0.4,0.6,"Maybe partial spawn",1,"10/15/21",147.4,"10/20/21",30.2,"0.7951","0.2049",NA,"10/20/21",2,0.4417,955.8343,19.8775,4.07259498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",449.833393055244,NA,147.971485649263,344,1954,1.48384340855919
"181","LL-12-2021","LL-12-2021","LL-12-21","LL-L-12","2021-09-23",NA,"Long Lake","9/24/21",61.37920879,-143.30713,2.22,NA,45.2,NA,7.2,NA,15,NA,36,"M",0.024,"4-E6",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.078,"2-H2","N","Y",NA,"Y","Y",NA,0.4,0.4,0.6,0.4,0.4,0.4,0.6,0.4,"Partial Spawned",1,"10/15/21",176.3,"10/20/21",31.4,"0.8219","0.1781",NA,"10/20/21",4,0.3855,923.3249,19.3267,3.442191605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",464.61385201316,NA,155.326654006959,360,2220,2.17794304300668
"182","LL-13-2021","LL-13-2021","LL-13-21","LL-L-13","2021-09-23",NA,"Long Lake","9/24/21",61.37920879,-143.30713,1.942,NA,40.8,NA,3,NA,15.5,NA,35.2,"M",0.026,"4-E5",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.856,"2-H1 (1 missing)","N","Y",NA,"Y","Y",NA,0.5,0.5,0.7,0.4,0.5,0.4,0.6,0.4,"probably partial spawn",1,"10/15/21",129.5,"10/20/21",24.8,"0.8085","0.1915",NA,"10/20/21",2,0.3071,955.8343,20.8236,3.98784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",449.166605433082,NA,151.649069828111,352,1942,1.68891966754316
