"","Fish_ID_Revised","Fish_ID","GillClip_ID_Revised","GillClip_ID","Collection_Date","RunTimingGroup","Collection_Location","Processing_Date","Col_Location_Lat","Col_Location_Long","Fish_Wt","Fish_Leng_1","Fish_Leng_1_tape","Fish_Leng_2","Fish_Leng_2_tape","Fish_Ht","Fish_Ht_tape","Fish_Wdth","Fish_Grth","Sex","Gonad_Wt","DWP.","Fem_Fecun_1_num","Fem_Fecun_1_wt","Fem_Fecun_2_num","Fem_Fecun_2_wt","Fem_Fecun_3_num","Fem_Fecun_3_wt","Fem_Egg_Sz_1","Fem_Egg_Sz_2","Fem_Egg_Sz_3","Carcass.guts_Wt","Oto_Well_ID","Strontium_marked_Y.N","Scales_Y.N","Scales_num","Fish_Ground_Y.N","Gonad_Saved_Y.N","Gonad_Saved_wt","Fat_Meter_1._L","Fat_Meter_1._R","Fat_Meter_2._L","Fat_Meter_2._R","Fat_Meter_3._L","Fat_Meter_3._R","Fat_Meter_4._L","Fat_Meter_4._R","Dissect_Comments","SpawnStatus","Date_LabDryStart","Fish.BagWt_g","Date_LabDryFinal","DryFish.BagWt_g","Pwater","Pdry","Dry_Comments","Date_BCProcess","Bomb_ID_1","Bomb_PelletWt_g_1","EE_Value_1","EnergyDensity_mJ.kg_1","EnergyPDry_1","Bomb_ID_2","Bomb_PelletWt_g_2","EE_value_2","EnergyDensity_mJ.kg_2","EnergyPDry_2","Bomb_ID_3","Bomb_PelletWt_g_3","EE_value_3","EnergyDensity_mJ.kg_3","EnergyPDry_3","Bomb_ID_4","Bomb_PelletWt_g_4","EE_value_4","EnergyDensity_mJ.kg_4","EnergyPDry_4","BC_comments","Collection_RiverMile_m","Elevation_m","Year","EnergyPDry_1_mJ_g","Fish_Wt_g","Carcass.guts_Wt_g","TotalEnergy_g","TotalEnergy_carcass_g"
"23","CC-23-2019","CC23-2019","CC-23-19","CC23",2019-06-19,"Middle","Canyon Creek","7/21/19",61.40097,-144.51765,2.04,47.5,48.5,6.1,6.5,12.4,13.5,NA,29.6,"M",0.066,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.904,"1-B7","N","Y",5,"Y","Y",0.034,2,"2.9",2,NA,1.1,1.3,0.9,0.9,"no location dataw/ carcass, gash on fish ommitted",NA,"10/17/19",143,"10/23/19",40.7,0.7154,0.2846,NA,"10/29/19",4,0.3787,923.4282,24.4263,6.952100769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.006952100769,2040,1904,14.18228556876,13.236799864176
"24","CC-24-2019","CC24-2019","CC-24-19","CC24",2019-06-19,"Middle","Canyon Creek","8/7/19",61.40097,-144.51765,1.922,43.6,44.4,3.5,4.3,11.8,12.3,6.7,30.5,"F",0.208,"N/A",48,4.4344,46,4.5046,53,5.9282,5,4.7,5.1,1.616,"1-G6","N","Y",5,"Y","Y",0.098,4.2,"2.9",3.9,2.7,1.7,1.6,1.6,1.3,"",NA,"10/17/19",167.3,"10/23/19",49.4,0.7047,0.2953,NA,"10/29/19",2,0.2882,924.0889,25.3818,7.494685714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.007494685714,1922,1616,14.404785942308,12.111412113824
"25","CC-25-2019","CC25-2019","CC-25-19","CC25",2019-06-19,"Middle","Canyon Creek","7/21/19",61.40097,-144.51765,2.388,50.8,51.6,4.7,5.6,12.3,14.3,NA,31.1,"F",0.158,"N/A",53,2.267,56,2.1292,78,2.7756,3.3,3,3.1,2.138,"1-B3","N","Y",5,"Y","Y",0.074,9.3,"5.7",6.8,5.6,4.8,2.7,1.8,1.8,"",NA,"10/8/19",140.7,"10/17/19",47.7,0.661,0.339,NA,"10/29/19",4,0.3003,923.4282,25.7515,8.730252665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.008730252665,2388,2138,20.84784336402,18.66528019777
"26","CC-26-2019","CC26-2019","CC-26-19","CC26",2019-06-19,"Middle","Canyon Creek","8/7/19",61.40097,-144.51765,1.994,43.3,45.5,5,5.4,12.2,12.4,6,30.2,"M",0.062,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.848,"1-G4","N","Y",5,"Y","Y",0.032,1.6,"1.6",1.4,1.5,1.3,1.3,0.9,1,"",NA,"10/8/19",175.6,"10/17/19",48.4,0.7244,0.2756,NA,"11/5/19",4,0.318,923.4282,24.0224,6.6212082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.0066212082,1994,1848,13.2026891508,12.2359927536
"27","CC-27-2019","CC27-2019","CC-27-19","CC27",2019-06-19,"Middle","Canyon Creek","7/21/19",61.40097,-144.51765,1.82,45.1,45.7,5.4,5.6,12.4,13.5,NA,29.4,"M",0.094,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,"1-B6","N","Y",5,"Y","Y",0.052,4.4,"3.1",3.8,2.4,2,2.3,1.4,1.1,"",NA,"10/8/19",132.6,"10/17/19",40.2,0.6968,0.3032,NA,"11/5/19",2,0.4357,924.0889,25.0554,7.595980995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.007595980995,1820,1650,13.8246854109,12.53336864175
"28","CC-28-2019","CC28-2019","CC-28-19","CC28",2019-06-19,"Middle","Canyon Creek","7/21/19",61.40097,-144.51765,1.896,45.2,45.8,5.6,5.7,11.7,13.2,NA,29.3,"M",0.08,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.748,"1-B8","N","Y",7,"Y","Y",0.044,1.6,"1.2",1.4,1.1,1,1,0.8,0.8,"",NA,"10/8/19",174.1,"10/17/19",57.8,0.668,0.332,NA,"11/5/19",4,0.3798,923.4282,25.4629,8.453507295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.008453507295,1896,1748,16.02784983132,14.77673075166
"29","CC-29-2019","CC29-2019","CC-29-19","CC29",2019-06-19,"Middle","Canyon Creek","7/21/19",61.40097,-144.51765,1.744,43.5,44.3,4.3,4.7,11.6,13.1,NA,29.7,"F",0.17,"N/A",73,4.5324,52,3.1023,54,3.5869,3.7,4.1,4.3,1.512,"1-B9","N","Y",6,"Y","Y",0.076,8.9,"10.2",6.8,8,6.6,5.5,3.5,3.5,"",NA,"10/8/19",163.7,"10/17/19",52.9,0.6768,0.3232,NA,"11/5/19",2,0.4396,924.0889,26.6648,8.616786316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.008616786316,1744,1512,15.027675335104,13.028580909792
"30","CC-30-2019","CC30-2019","CC-30-19","CC30",2019-06-19,"Middle","Canyon Creek","8/8/19",61.40097,-144.51765,1.386,38.8,40.4,3.6,4.2,10.9,11.6,5.6,26.6,"F",0.188,"N/A",32,3.088,39,4.7198,45,5.0096,4.7,4.4,4.8,1.128,"1-H3","N","Y",5,"Y","Y",0.09,2.2,"2.2",2.2,2.1,1.7,1.3,1.3,1.2,"",NA,"10/8/19",120.7,"10/17/19",35.2,0.7084,0.2916,NA,"11/10/19",4,0.3216,923.4282,25.4453,7.42066744,2,0.2813,924.0889,24.3311,7.095730903,4,0.2626,923.4282,24.5339,7.154873902,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.00742066744,1386,1128,10.28504507184,8.37051287232
"31","CC-31-2019","CC31-2019","CC-31-19","CC31",2019-06-19,"Middle","Canyon Creek","8/7/19",61.40097,-144.51765,2.896,49.6,49.9,5.3,5.7,13.3,15.1,6.7,34.2,"M",0.044,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.728,"1-G7","N","Y",5,"Y","Y",0.022,9.5,"8",8,9.4,5.5,5,2.1,2.6,"",NA,"10/17/19",184.8,"10/23/19",61,0.6699,0.3301,NA,"11/10/19",4,0.479,923.4282,26.5032,8.748350649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.008748350649,2896,2728,25.335223479504,23.865500570472
"32","CC-32-2019","CC32-2019","CC-32-19","CC32",2019-06-19,"Middle","Canyon Creek","8/8/19",61.40097,-144.51765,1.86,43.8,44.2,4.8,5.1,11.3,11.4,5.9,28.7,"M",0.038,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74,"1-H5","N","Y",5,"Y","Y",0.018,5.3,"6.2",5,5.8,2.4,3.2,1.9,1.4,"",NA,"10/17/19",121.1,"10/23/19",39.6,0.673,0.327,NA,"11/10/19",2,0.347,923.6164,26.701,8.731293146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.008731293146,1860,1740,16.24020525156,15.19245007404
"33","CC-33-2019","CC33-2019","CC-33-19","CC33",2019-06-19,"Middle","Canyon Creek","8/8/19",61.40097,-144.51765,2.472,47.7,48,5.2,5.7,13.3,13.2,6.2,32.3,"M",0.062,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-H4","N","Y",5,"Y","Y",0.028,6.5,"6.1",5.9,6.3,3,4.3,2.2,2.2,"",NA,"10/17/19",201.5,"10/23/19",66.8,0.6685,0.3315,NA,"11/10/19",4,0.4173,923.4282,26.6568,8.837093002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.008837093002,2472,NA,21.845293900944,NA
"34","CC-34-2019","CC34-2019","CC-34-19","CC34",2019-06-19,"Middle","Canyon Creek","8/8/19",61.40097,-144.51765,2.294,48.6,49,4.9,5.4,12,14.1,6.2,30.9,"M",0.036,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.158,"1-G11","N","Y",5,"Y","Y",0.014,3.3,"3.9",1.8,3.5,1.8,1.7,1.1,1.2,"",NA,"10/17/19",181.8,"10/23/19",54.6,0.6997,0.3003,NA,"11/10/19",2,0.3334,923.6164,24.8451,7.461729703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.007461729703,2294,2158,17.117207938682,16.102412699074
"35","CC-35-2019","CC35-2019","CC-35-19","CC35",2019-06-19,"Middle","Canyon Creek","8/6/19",61.40097,-144.51765,1.944,44.9,49.8,4,5.4,10.3,13.4,5.7,29.2,"F",0.176,"N/A",67,4.1803,49,3.7597,56,3.7773,4.4,4.7,4.1,1.672,"1- F2","N","Y",5,"Y","Y",0.084,7.1,"6.7",7.1,6.2,4.6,2.2,2.2,1.4,"small bite mark on right side size of quarter",NA,"10/17/19",212.6,"10/23/19",66.8,0.6858,0.3142,NA,"11/10/19",4,0.3044,923.4282,27.572,8.663262465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.008663262465,1944,1672,16.84138223196,14.48497484148
"36","CC-36-2019","CC36-2019","CC-36-19","CC36",2019-06-19,"Middle","Canyon Creek","8/8/19",61.40097,-144.51765,1.672,40.9,41.4,3,3.5,11.8,11.5,6.6,28.7,"F",0.174,"N/A",31,3.2515,42,3.9067,47,4.1473,4.5,5,4.5,1.44,"1-H8","N","Y",5,"Y","Y",0.08,3.5,"3.3",2.6,3.1,2,1.4,1,0.8,"",NA,"10/17/19",238.7,"10/23/19",73.8,0.6908,0.3092,NA,"11/10/19",2,0.3456,923.6164,24.1611,7.470000754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.007470000754,1672,1440,12.489841260688,10.75680108576
"37","CC-37-2019","CC37-2019","CC-37-19","CC37",2019-06-19,"Middle","Canyon Creek","8/6/19",61.40097,-144.51765,1.35,40.2,40.5,3.2,3.9,9.7,11.5,5.7,26,"F",0.096,"N/A",53,3.205,42,3.0111,67,3.4784,4.3,4.5,4.5,1.198,"1-F10","N","Y",5,"Y","Y",0.04,5.6,"6",4.3,4.4,2.1,2.7,1.6,1.6,"",NA,"10/17/19",173.4,"10/23/19",52.1,0.6995,0.3005,NA,"11/13/19",4,0.208,923.4282,23.0976,6.939936332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.006939936332,1350,1198,9.3689140482,8.314043725736
"38","CC-38-2019","CC38-2019","CC-38-19","CC38",2019-06-19,"Middle","Canyon Creek","8/6/19",61.40097,-144.51765,2.376,46.3,48.4,5.9,6.9,11.8,14.9,5.9,32.7,"M",0.11,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.146,"1-F3","N","Y",5,"Y","Y",0.056,2.3,"2.5",1.7,1.9,1.7,1.4,1.3,1.1,"",NA,"10/17/19",176,"10/23/19",51.4,0.708,0.292,NA,"11/13/19",2,0.2606,923.6164,23.9234,6.986720227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.006986720227,2376,2146,16.600447259352,14.993501607142
"39","CC-39-2019","CC39-2019","CC-39-19","CC39",2019-06-19,"Middle","Canyon Creek","8/8/19",61.40097,-144.51765,1.592,42.2,43.5,4.2,4.4,10.4,12.2,5.6,26.6,"F",0.148,"N/A",51,4.2178,35,6.532,47,3.0487,4.2,4.3,4.1,1.368,"1-H1","N","Y",6,"Y","Y",0.07,4.5,"4.5",3.2,3.6,2.3,2.4,1.5,1.2,"",NA,"10/17/19",174.8,"10/23/19",56.2,0.6785,0.3215,NA,"11/13/19",4,0.2944,923.4282,24.3526,7.82961167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.00782961167,1592,1368,12.46474177864,10.71090876456
"40","CC-40-2019","CC40-2019","CC-40-19","CC40",2019-06-19,"Middle","Canyon Creek","8/8/19",61.40097,-144.51765,1.66,41.5,42.8,3.5,4.2,11,12.8,5.6,27.5,"F",0.186,"N/A",48,5.1597,61,6.3251,36,3.9685,4.3,4.4,4.4,1.386,"1-G12","N","Y",7,"Y","Y",0.08,5.4,"5.3",4.7,3.8,3,2.1,1.4,1.3,"",NA,"10/17/19",170.4,"10/23/19",49.5,0.7095,0.2905,NA,"11/13/19",2,0.2083,923.6164,23.947,6.956434859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.006956434859,1660,1386,11.54768186594,9.641618714574
"41","CC-41-2019","CC41-2019","CC-41-19","CC41",2019-07-23,"Late","Canyon Creek","8/5/19",61.40097,-144.51765,1.714,41.5,43.4,3.2,3.6,11.3,11.1,6.3,27.6,"F",0.248,"N/A",47,5.6036,65,6.5207,41,4.417,4.6,4.6,4.8,1.386,"1-E1","N","Y",5,"Y","Y",0.132,0.7,"0.8",0.8,0.7,0.7,0.8,0.7,0.6,"",NA,"10/24/19",144,"10/30/19",37,0.7431,0.2569,NA,"11/13/19",4,0.1971,923.4282,22.5385,5.791142361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.005791142361,1714,1386,9.926018006754,8.026523312346
"42","CC-42-2019","CC42-2019","CC-42-19","CC42",2019-07-23,"Late","Canyon Creek","8/2/19",61.40097,-144.51765,1.786,45.1,46.3,4.2,4.5,10.9,13.4,6.3,28.6,"F",0.25,"N/A",83,7.2886,119,10.9818,95,9.227,4.2,4.4,4.3,1.446,"1-D2","N","Y",5,"Y","Y",0.134,1,"0.9",0.9,0.8,0.8,0.6,0.7,0.6,"captured at Haley Creek",NA,"10/24/19",130.9,"10/30/19",32.7,0.7502,0.2498,NA,"11/19/19",2,0.2551,923.6164,22.0973,5.520104736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.005520104736,1786,1446,9.858907058496,7.982071448256
"43","CC-43-2019","CC43-2019","CC-43-19","CC43",2019-07-23,"Late","Canyon Creek","8/7/19",61.40097,-144.51765,1.574,40.8,42.1,3.4,4.3,11.2,11.9,6.9,28,"F",0.24,"N/A",46,5.5006,58,7.383,54,6.9991,5.3,5.4,4.9,1.248,"1- G5","N","Y",5,"Y","Y",0.112,0.7,"0.8",0.9,1,0.7,1.2,0.7,1.1,"",NA,"10/24/19",213.8,"10/30/19",53.9,0.7479,0.2521,NA,"11/19/19",4,0.2907,923.4282,22.4857,5.668752245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.005668752245,1574,1248,8.92261603363,7.07460280176
"44","CC-44-2019","CC44-2019","CC-44-19","CC44",2019-07-23,"Late","Canyon Creek","8/5/19",61.40097,-144.51765,2.102,47.8,48.5,4.3,4.7,11.2,12.8,6,29.2,"F",0.13,"N/A",87,4.5445,44,5.2954,74,3.7995,4.5,4.2,3.9,1.864,"1-D11","N","Y",5,"Y","Y",0.6,4.9,"5.1",3.5,3.2,1.7,2,1,1.6,"1 broken oto",NA,"10/24/19",84.3,"10/30/19",25.6,0.6963,0.3037,NA,"11/19/19",2,0.2893,923.6164,25.0205,7.598158956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.007598158956,2102,1864,15.971330125512,14.162968293984
"45","CC-45-2019","CC45-2019","CC-45-19","CC45",2019-07-23,"Late","Canyon Creek","8/5/19",61.40097,-144.51765,1.812,43.5,47.5,3.7,4.4,10.4,11.4,5.4,26.5,"F",0.162,"N/A",42,2.7024,33,3.4202,62,4.6541,4.4,4.3,4.5,1.644,"1-E5","N","Y",5,"Y","Y",0.078,3.9,"3.1",3.5,1.9,2.6,1.4,1.1,0.9,"",NA,"10/24/19",175.7,"10/30/19",50.8,0.7109,0.2891,NA,"11/19/19",4,0.2904,923.4282,25.0417,7.240286625,2,0.2247,923.6164,25.9849,7.512993284,4,0.3112,923.4282,25.0177,7.233347524,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.007240286625,1812,1644,13.1193993645,11.9030312115
"46","CC-46-2019","CC46-2019","CC-46-19","CC46",2019-07-23,"Late","Canyon Creek","8/6/19",61.40097,-144.51765,1.5,42.4,42.8,4.6,5.1,10,12.4,5.3,26.1,"M",0.046,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.406,"1-F4","N","Y",5,"Y","",0.221,8.8,"6.9",7,5.5,3,4.2,2.4,2.6,"",NA,"10/24/19",141.1,"10/30/19",47.3,0.6648,0.3352,NA,"11/19/19",4,0.2748,923.4282,25.2859,8.476421474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.008476421474,1500,1406,12.714632211,11.917848592444
"47","CC-47-2019","CC47-2019","CC-47-19","CC47",2019-07-23,"Late","Canyon Creek","8/5/19",61.40097,-144.51765,2.664,49.6,50,6.1,6.4,11.7,14.1,6.9,31.2,"M",0.92,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.464,"1-D12","N","Y",5,"Y","Y",0.46,1.7,"2",1.3,1.7,1.1,1.1,1,0.9,"",NA,"10/24/19",154,"10/30/19",44,0.7143,0.2857,NA,"11/19/19",2,0.2693,923.1981,23.5531,6.729457143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.006729457143,2664,2464,17.927273828952,16.581382400352
"48","CC-48-2019","CC48-2019","CC-48-19","CC48",2019-07-23,"Late","Canyon Creek","8/8/19",61.40097,-144.51765,1.708,42.8,43.2,4.1,4.6,10,10.5,5.9,27.1,"M",0.04,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.612,"1-H7","Y","Y",5,"Y","Y",0.02,9.4,"7.6",8.9,7.1,5,4.8,2.8,3.2,"",NA,"10/24/19",151.6,"10/30/19",45.2,0.7018,0.2982,NA,"11/19/19",4,0.3259,923.4282,24.1216,7.191928232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.007191928232,1708,1612,12.283813420256,11.593388309984
"49","CC-49-2019","CC49-2019","CC-49-19","CC49",2019-07-23,"Late","Canyon Creek","8/8/19",61.40097,-144.51765,2.092,45.8,46.1,4.3,6,11.3,12,7.2,29.5,"M",0.07,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.934,"1-H12","N","Y",5,"Y","Y",0.036,1,"1",1,1,0.9,0.9,0.7,0.9,"",NA,"10/24/19",145,"10/30/19",38,0.7379,0.2621,NA,"11/19/19",2,0.2754,923.1981,22.4243,5.876713103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.005876713103,2092,1934,12.294083811476,11.365563141202
"50","CC-50-2019","CC50-2019","CC-50-19","CC50",2019-07-23,"Late","Canyon Creek","8/6/19",61.40097,-144.51765,1.874,43.3,44.3,5.3,5.6,11.6,14.1,5.6,27.8,"M",0.048,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74,"1-E11","N","Y",6,"Y","Y",0.023,1.6,"1.8",1.5,1.2,1.4,1,0.8,0.8,"",NA,"10/24/19",111.5,"10/30/19",30.2,0.7291,0.2709,NA,"11/19/19",4,0.2517,923.4282,24.2294,6.562581883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.006562581883,1874,1740,12.298278448742,11.41889247642
"51","CC-51-2019","CC51-2019","CC-51-19","CC51",2019-07-24,"Late","Canyon Creek","8/6/19",61.40097,-144.51765,2.312,47.2,47.9,4.4,4.5,10.7,14,7.5,29.1,"F",0.214,"N/A",55,6.4186,59,6.5743,53,6.754,4.6,4.8,4.8,1.988,"1-E8","N","Y",5,"Y","Y",0.098,2.2,"2.4",2,1.7,1.4,1.7,1.1,1.1,"",NA,"10/24/19",145.2,"11/3/19",42.8,0.7052,0.2948,NA,"11/25/19",2,0.2445,923.1981,22.8154,6.725200551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.006725200551,2312,1988,15.548663673912,13.369698695388
"52","CC-52-2019","CC52-2019","CC-52-19","CC52",2019-07-24,"Late","Canyon Creek","8/6/19",61.40097,-144.51765,2.074,47.3,48.1,5.7,6,11.2,12.1,5.7,28.4,"M",0.042,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.964,"1-F6","N","Y",5,"Y","Y",0.018,2.3,"2.2",1.7,1.6,1.6,1.4,1.1,1.4,"",NA,"10/24/19",211.2,"11/3/19",61.8,0.7074,0.2926,NA,"11/25/19",4,0.261,923.4282,25.0639,7.33403892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.00733403892,2074,1964,15.21079672008,14.40405243888
"53","CC-53-2019","CC53-2019","CC-53-19","CC53",2019-07-24,"Late","Canyon Creek","8/1/19",61.40097,-144.51765,1.906,45.6,46.9,4.1,4.5,11,13.3,6.8,28.2,"F",0.23,"N/A",81,13.3802,72,13.6137,68,15.0168,5.2,5.5,5,1.592,"1-C12","N","Y",5,"Y","Y",0.094,2.6,"2.9",1.9,2.2,1.7,1.8,1.2,1.2,"",NA,"10/30/19",88.9,"11/3/19",28,0.685,0.315,NA,"11/25/19",2,0.2914,923.1981,24.1328,7.60088189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.00760088189,1906,1592,14.48728088234,12.10060396888
"54","CC-54-2019","CC54-2019","CC-54-19","CC54",2019-07-24,"Late","Canyon Creek","8/6/19",61.40097,-144.51765,2.048,46.5,47.4,4.1,4.5,11.7,11.3,6.5,29.3,"F",0.166,"N/A",59,4.3213,64,4.6523,37,2.3837,4.4,4.6,4.5,1.83,"1-F8","Y","Y",5,"Y","Y",0.09,7.3,"7.1",7.6,6,4.9,3.6,1.5,1.9,"",NA,"10/30/19",128.4,"11/3/19",42.4,0.6698,0.3302,NA,"11/25/19",4,0.3942,923.4282,25.2695,8.344445483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.008344445483,2048,1830,17.089424349184,15.27033523389
"55","CC-55-2019","CC55-2019","CC-55-19","CC55",2019-07-24,"Late","Canyon Creek","8/1/19",61.40097,-144.51765,1.992,47.6,48.5,4.8,5.4,11.3,13.2,5.7,27.4,"M",0.076,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.846,"1-C11","N","Y",6,"Y","Y",0.04,2.7,"2.6",1.9,2,1.1,1.4,1.1,1.1,"",NA,"10/30/19",126.3,"11/3/19",39.1,0.6904,0.3096,NA,"11/25/19",2,0.3958,923.1981,23.6377,7.317767775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.007317767775,1992,1846,14.5769934078,13.50859931265
"56","CC-56-2019","CC56-2019","CC-56-19","CC56",2019-07-24,"Late","Canyon Creek","8/6/19",61.40097,-144.51765,1.847,45,45.8,4.8,5.1,10.4,13.2,6.2,28.7,"M",0.034,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.756,"1-F11","N","Y",6,"Y","Y",0.014,9.2,"8.6",7.3,7,5.8,4,2.9,2.3,"",NA,"10/30/19",116.4,"11/3/19",38.1,0.6727,0.3273,NA,"11/25/19",4,0.3136,923.4282,25.5058,8.348547938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.008348547938,1847,1756,15.419768041486,14.660050179128
"57","CC-57-2019","CC57-2019","CC-57-19","CC57",2019-07-24,"Late","Canyon Creek","8/1/19",61.40097,-144.51765,1.87,44.6,45.2,4.1,4.2,11.7,13.6,7.2,28.4,"F",0.26,"N/A",119,13.7958,100,12.0315,92,10.8533,5.3,5.4,5.5,1.52,"1-C8","N","Y",6,"Y","Y",0.122,1.1,"1.2",1.1,1.2,1.2,0.9,1,0.7,"",NA,"10/30/19",156.9,"11/3/19",40.5,0.7419,0.2581,NA,"11/25/19",2,0.3223,923.1981,22.2181,5.735073614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.005735073614,1870,1520,10.72458765818,8.71731189328
"58","CC-58-2019","CC58-2019","CC-58-19","CC58",2019-07-24,"Late","Canyon Creek","8/6/19",61.40097,-144.51765,1.966,45.6,46.1,3.7,3.8,11.6,12,6.7,29.2,"F",0.154,"N/A",51,4.802,44,3.9192,47,4.6656,4.7,4.4,4.6,1.77,"1- F7","Y","Y",5,"Y","Y",0.088,8.3,"9.8",8.1,6.4,5.1,5.6,1.7,1.3,"",NA,"10/30/19",101.9,"11/3/19",35.5,0.6516,0.3484,NA,"11/25/19",4,0.4072,923.4282,25.2995,8.813859176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,0.008813859176,1966,1770,17.328047140016,15.60053074152
