"","Fish_ID_Revised","Fish_ID","GillClip_ID_Revised","GillClip_ID","Collection_Date","Processing_Date","Col_Location_Lat","Col_Location_Long","site","Fish_Wt","Fish_Leng_1","Fish_Leng_1_tape","Fish_Leng_2","Fish_Leng_2_tape","Fish_Ht","Fish_Ht_tape","Fish_Wdth","Fish_Grth","Sex","Gonad_Wt","DWP.","Fem_Fecun_1_num","Fem_Fecun_1_wt","Fem_Fecun_2_num","Fem_Fecun_2_wt","Fem_Fecun_3_num","Fem_Fecun_3_wt","Fem_Egg_Sz_1","Fem_Egg_Sz_2","Fem_Egg_Sz_3","Carcass.guts_Wt","Oto_Well_ID","Strontium_marked_Y.N","Scales_Y.N","Scales_num","Fish_Ground_Y.N","Gonad_Saved_Y.N","Gonad_Saved_wt","Fat_Meter_1._L","Fat_Meter_1._R","Fat_Meter_2._L","Fat_Meter_2._R","Fat_Meter_3._L","Fat_Meter_3._R","Fat_Meter_4._L","Fat_Meter_4._R","Dissect_Comments","Date_LabDryStart","Fish.BagWt_g","Date_LabDryFinal","DryFish.BagWt_g","Pwater","Pdry","Dry_Comments","Date_BCProcess","Bomb_ID_1","Bomb_PelletWt_g_1","EE_Value_1","EnergyDensity_mJ.kg_1","EnergyPDry_2","Bomb_ID_2","Bomb_PelletWt_g_2","EE_value_2","EnergyDensity_mJ.kg_2","EnergyPDry_2.1","Bomb_ID_3","Bomb_PelletWt_g_3","EE_value_3","EnergyDensity_mJ.kg_3","EnergyPDry_3","Bomb_ID_4","Bomb_PelletWt_g_4","EE_value_4","EnergyDensity_mJ.kg_4","EnergyPDry_4","BC_comments"
"71","FC-2-2020","FC-20-2","FC-2-20","FC-20-2","7/31/2020","9/28/2020",63.09558659,-145.452777,"FC",1.342,40.9,NA,4.3,NA,10.4,NA,4.7,25.4,"F","0.254","Fin well ID: 11",10,0.8079,NA,NA,NA,NA,5,NA,NA,1.044,"2-E11","N","Y","5","Y","Y",0.142,0.5,"0.7",0.5,0.8,1.2,0.6,1.9,0.7,"","1/10/2021",94.1,"1/14/2021",23.5,0.7503,0.2497,NA,"2/10/2021",4,0.5043,923.3249,19.6218,4.900236982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"72","FC-3-2020","FC-20-3","FC-3-20","FC-20-3","7/31/2020","9/28/2020",63.09558659,-145.452777,"FC",1.476,41.9,NA,3.9,NA,10.6,NA,4,25.2,"F","0.262","Fin well ID: 15 (2)",10,0.9226,NA,NA,NA,NA,4.9,NA,NA,1.152,"2-F3","N","Y","3","Y","Y",0.15,0.4,"0.7",0.6,0.8,0.5,0.7,0.5,0.9,"","1/10/2021",98.8,"1/14/2021",23,0.7672,0.2328,NA,"2/10/2021",2,0.4383,955.4635,22.024,5.127044534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"73","FC-4-2020","FC-20-4","FC-4-20","FC-20-4","7/31/2020","9/28/2020",63.09558659,-145.452777,"FC",1.61,43.6,NA,4.4,NA,10.5,NA,4.5,26.6,"F","0.3","Fin well ID: 8(2)",10,1.1557,NA,NA,NA,NA,4.9,NA,NA,1.252,"2-E8 (one missing)","N","Y","5","Y","Y",0.15,0.4,"0.4",0.4,0.7,0.7,0.4,1.2,0.4,"","1/10/2021",97.7,"1/14/2021",20.9,0.7861,0.2139,NA,"2/10/2021",4,0.4454,923.3249,20.342,4.351563971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"74","FC-5-2020","FC-20-5","FC-5-20","FC-20-5","7/31/2020","9/28/2020",63.09558659,-145.452777,"FC",1.93,42.8,NA,4.6,NA,11.7,NA,5.5,29.3,"F","0.314","Fin well ID: 10 (2)",10,1.0431,NA,NA,NA,NA,5,NA,NA,1.526,"2-E10","N","Y","5","Y","Y",0.15,0.7,"0.6",0.7,0.7,0.6,0.8,1.3,0.6,"","1/10/2021",98.9,"1/14/2021",23.2,0.7654,0.2346,NA,"2/10/2021",2,0.3338,955.4635,22.8293,5.355305966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"75","FC-6-2020","FC-20-6","FC-6-20","FC-20-6","7/31/2020","9/24/2020",63.09558659,-145.452777,"FC",2.39,48.2,NA,8.3,NA,14.6,NA,5,32.5,"M","0.056","2-C5",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.232,"2-B9 ","Y","Y","bad scales","Y","Y",0.026,0.6,"0.4",0.3,0.5,0.6,0.5,0.4,0.6,"","1/10/2021",105.7,"1/14/2021",22.8,0.7843,0.2157,NA,"2/10/2021",4,0.4718,923.3249,21.1345,4.558813623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"76","FC-7-2020","FC-20-7","FC-7-20","FC-20-7","7/31/2020","9/29/2020",63.09558659,-145.452777,"FC",2.59,48.8,NA,8.3,NA,13.4,NA,5.6,32.1,"M","0.044","Fin well ID: 25 (2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.386,"2-G1 (one missing)","N","Y","4","Y","Y",0.024,0.3,"0.8",0.3,0.8,0.3,0.4,0.4,0.3,"","1/10/2021",115.5,"1/14/2021",25.8,0.7766,0.2234,NA,"2/10/2021",2,0.2739,955.4635,21.5977,4.824421299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"77","FC-8-2020","FC-20-8","FC-8-20","FC-20-8","7/31/2020","9/24/2020",63.09558659,-145.452777,"FC",2.708,50.8,NA,8.8,NA,14.5,NA,5.4,33.5,"","0.044","2-C8 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.538,"2-B12 ","Y","Y","5","Y","Y",0.024,0.5,"0.5",0.5,0.5,0.7,0.6,0.7,0.6,"","1/10/2021",112.3,"1/14/2021",25.2,0.7756,0.2244,NA,"2/10/2021",4,0.3175,923.3249,22.2745,4.998373998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"78","FC-9-2020","FC-20-9","FC-9-20","FC-20-9","7/31/2020","9/24/2020",63.09558659,-145.452777,"FC",2.662,48.6,NA,8.9,NA,14.8,NA,5.3,34,"M","0.052","2-C7",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.432,"2-B11 ","N","Y","5","Y","Y",0.026,0.3,"0.4",0.4,0.5,0.4,0.5,0.5,0.5,"","1/10/2021",141.1,"1/14/2021",28.3,0.7994,0.2006,NA,"2/10/2021",2,0.2875,955.4635,21.9455,4.401542523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"79","FC-10-2020","FC-20-10","FC-10-20","FC-20-10","7/31/2020","9/24/2020",63.09558659,-145.452777,"FC",2.392,47.6,NA,8.3,NA,13.8,NA,5.2,32,"M","0.066","2-D3 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19,"2-C3 ","Y","Y","","Y","Y",0.03,0.7,"0.7",0.6,0.6,0.5,0.8,0.6,0.6,"","1/10/2021",115.2,"1/14/2021",29.4,0.7448,0.2552,NA,"2/10/2021",4,0.348,923.3249,21.5555,5.501143229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"81","GH2-2-2020","GH2-20-2","GH2-2-20","GH2-20-2","9/8/2020","9/23/2020",63.06732669,-145.5138318,"GH",2.45,49,NA,8.2,NA,12.8,NA,5.7,32.4,"M","0.07","2-B2 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.232,"2-A10 ","Y","Y","6","Y","Y",0.036,0.7,"0.6",0.4,0.7,0.4,0.7,0.4,0.5,"","1/15/2021",75.2,"1/21/2021",16.2,0.7846,0.2154,NA,"2/16/2021",4,0.3792,923.3249,20.9377,4.51051516,2,0.4191,955.4635,21.6538,4.664781383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"84","GH2-5-2020","GH2-20-5","GH2-5-20","GH2-20-5","9/8/2020","9/23/2020",63.06732669,-145.5138318,"GH",1.666,41.8,NA,7.3,NA,10.8,NA,5,27,"M","0.05","2-A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.494,"2-A8 (NO OTOS)","N","Y","2 bad scales","Y","Y",0.024,0.4,"0.6",0.7,0.7,0.7,1.1,0.7,0.6,"","1/15/2021",139.3,"1/21/2021",30.6,0.7803,0.2197,NA,"2/16/2021",4,0.3504,923.3249,21.4158,4.70440402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"85","GH2-6-2020","GH2-20-6","GH2-6-20","GH2-20-6","9/8/2020","9/28/2020",63.06732669,-145.5138318,"GH",1.608,45.6,NA,4.6,NA,11,NA,4.2,26.6,"F","0.3","Fin well ID: 4(2)",10,0.8572,NA,NA,NA,NA,4.9,NA,NA,1.24,"2-E4","Y","Y","4","Y","Y",0.078,0.3,"0.5",0.5,0.7,0.4,0.6,2.4,0.5,"","1/15/2021",79.3,"1/21/2021",17.9,0.7743,0.2257,NA,"2/16/2021",2,0.4163,955.4635,20.5785,4.645083859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"86","GH2-7-2020","GH2-20-7","GH2-7-20","GH2-20-7","9/8/2020","9/26/2020",63.06732669,-145.5138318,"GH",1.822,47.3,NA,5.2,NA,11.4,NA,4.7,25.9,"F","0.142","N/A",10,0.7874,NA,NA,NA,NA,5.1,NA,NA,2.65,"2-C11","Y","Y","5","Y","Y",0.068,0.7,"0.7",0.4,0.5,0.4,0.5,0.4,0.6,"","1/15/2021",109.6,"1/20/2021",23.1,0.7892,0.2108,NA,"2/16/2021",4,0.3837,923.3249,20.0141,4.218300274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"87","GH2-8-2020","GH2-20-8","GH2-8-20","GH2-20-8","9/8/2020","9/26/2020",63.06732669,-145.5138318,"GH",1.47,45.7,NA,4.6,NA,9.8,NA,4.1,24,"F","0.04","fin well id:34, partial spawner",10,0.9769,NA,NA,NA,NA,5.2,NA,NA,1.348,"2-C10 (1 OTO)","Y","","","Y","Y",0.036,1,"0.6",0.5,0.5,0.6,0.4,0.6,0.6,"partial spawner","1/15/2021",110.5,"1/21/2021",22.7,0.7946,0.2054,NA,"2/16/2021",2,0.3141,955.4635,21.2779,4.371116109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"88","GH2-9-2020","GH2-20-9","GH2-9-20","GH2-20-9","9/8/2020","9/26/2020",63.06732669,-145.5138318,"GH",1.928,47,NA,5.1,NA,11.7,NA,4.9,27.1,"F","0.26","fin well id: 38",10,0.738,NA,NA,NA,NA,5.1,NA,NA,1.548,"2-D2, one missing","Y","Y","6","Y","Y",0.074,0.7,"0.5",0.5,0.6,0.5,0.7,0.6,0.8,"","1/15/2021",82.5,"1/21/2021",19.4,0.7648,0.2352,NA,"2/16/2021",4,0.3602,923.3249,20.0948,4.725322667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"89","GH2-10-2020","GH2-20-10","GH2-10-20","GH2-20-10","9/8/2020","9/28/2020",63.06732669,-145.5138318,"GH",1.602,45.2,NA,4.8,NA,10.6,NA,4,26.5,"F","0.222","fin well id: 6",10,0.666,NA,NA,NA,NA,4.3,NA,NA,2.458,"2-E6 ","Y","Y","6","Y","Y",0.034,1.5,"0.5",0.8,0.6,0.7,0.5,0.8,0.5,"","1/15/2021",78.9,"1/21/2021",16.9,0.7858,0.2142,NA,"2/16/2021",2,0.3518,955.4635,21.4286,4.589902915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"90","MA-1-2020","MA-20-1","MA-1-20","MA-20-1","8/10/2020","9/24/2020",61.73588,-145.72941806,"MA",2.53,44.6,NA,7.9,NA,17.6,NA,4.4,39.4,"M","0.05","2-B8 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.288,"1-B4","N","Y","bad scales","Y","Y",0.024,0.5,"0.3",0.5,0.4,0.5,0.5,0.7,0.6,"","1/5/2021",121.1,"1/9/2021",26.8,0.7787,0.2213,NA,"2/18/2021",4,0.4585,923.3249,19.9867,4.423150784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"91","MA-2-2020","MA-20-2","MA-2-20","MA-20-2","8/10/2020","9/29/2020",61.73588,-145.72941806,"MA",2.448,47.3,NA,8.4,NA,15.5,NA,3.8,34.7,"M","0.04","Fin clip 28 (2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.256,"2-G4 ","N","Y","6","Y","Y",0.018,0.3,"0.3",0.4,0.4,0.4,0.4,0.4,0.4,"","1/5/2021",116.9,"1/9/2021",23.8,0.7964,0.2036,NA,"2/18/2021",2,0.4247,955.4635,19.9238,4.056342515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"92","MA-3-2020","MA-20-3","MA-3-20","MA-20-3","8/10/2020","9/26/2020",61.73588,-145.72941806,"MA",1.186,42.6,NA,4.3,NA,10,NA,3.8,23,"F","N/A","Fin clip 44",NA,NA,NA,NA,NA,NA,5.8,NA,NA,1.1,"2-D8","N","Y","5","Y","N",NA,0.4,"0.4",0.5,0.5,0.4,0.4,0.3,0.8,"","1/5/2021",128,"1/9/2021",24.5,0.8086,0.1914,NA,"2/18/2021",4,0.4206,923.3249,19.4928,3.73104375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"93","MA-4-2020","MA-20-4","MA-4-20","MA-20-4","8/10/2020","9/29/2020",61.73588,-145.72941806,"MA",1.682,43.5,NA,4.8,NA,11.9,NA,4.5,27,"F","0.034","Fin clip 20 (2)",10,1.2747,NA,NA,NA,NA,6,NA,NA,1.514,"2-F8","N","Y","5","Y","Y",0.034,0.5,"0.4",0.7,0.6,0.4,0.5,0.6,0.5,"","1/5/2020",102.5,"1/9/2021",21.8,0.7873,0.2127,NA,"2/18/2021",2,0.4142,955.4635,22.2347,4.728941073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"94","MA-5-2020","MA-20-5","MA-5-20","MA-20-5","8/10/2020","9/26/2020",61.73588,-145.72941806,"MA",1.132,42.4,NA,4.2,NA,10.6,NA,3.5,NA,"F",",006","Fin clip 43, post-spawn",10,0.8801,NA,NA,NA,NA,5.5,NA,NA,1.042,"2-D7, one missing","N","Y","7","Y","N",NA,0.5,"0.4",0.4,0.4,0.4,0.4,1.1,0.5,"","1/5/2021",144.9,"1/9/2021",27.9,0.8075,0.1925,NA,"2/18/2021",4,0.3775,923.3249,17.1082,3.294125466,2,0.2947,955.4635,20.0857,3.867432919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"95","MA-6-2020","MA-20-6","MA-6-20","MA-20-6","8/10/2020","9/26/2020",61.73588,-145.72941806,"MA",2.112,44.8,NA,7.7,NA,14.6,NA,4.6,34,"M","0.038","fin well id:40",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.896,"2-D4 ","N","Y","6","Y","Y",0.018,0.3,"0.3",0.3,0.4,0.3,0.4,0.3,0.5,"","1/5/2021",94.3,"1/9/2021",18.3,0.8059,0.1941,NA,"2/18/2021",4,0.4246,923.3249,19.3812,3.761144857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"96","MA-7-2020","MA-20-7","MA-7-20","MA-20-7","8/10/2020","9/29/2020",61.73588,-145.72941806,"MA",1.406,43.2,NA,5.3,NA,11,NA,4,25.7,"F","0.004","Fin clip 29 (2)",NA,NA,NA,NA,NA,NA,6.4,NA,NA,1.342,"2-G5 ","NO READ","Y","4","Y","Y",0.004,0.3,"0.3",0.3,0.3,0.3,0.4,0.4,0.6,"","1/5/2021",116.5,"1/9/2021",23.4,0.7991,0.2009,NA,"2/18/2021",2,0.3061,955.4635,20.6622,4.150175794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"97","MA-8-2020","MA-20-8","MA-8-20","MA-20-8","8/10/2020","9/24/2020",61.73588,-145.72941806,"MA",2.362,45.6,NA,8.6,NA,15.6,NA,4.9,35.8,"M","0.036","2-C2 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.162,"2-B6  ","N","Y","5","Y","Y",0.02,0.5,"0.4",0.4,0.4,0.6,0.5,0.4,0.5,"","1/5/2021",142,"1/9/2021",31.6,0.7775,0.2225,NA,"2/18/2021",4,0.3808,923.3249,17.703,3.939540845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"98","MA-9-2020","MA-20-9","MA-9-20","MA-20-9","8/10/2020","9/29/2020",61.73588,-145.72941806,"MA",1.748,44.5,NA,4.5,NA,13.4,NA,4.2,29.6,"F","0.196","Fin clip 24(2)",10,1.0853,NA,NA,NA,NA,5.7,NA,NA,2.578,"2-F12","N","Y","5","Y","Y",0.062,0.4,"0.3",0.7,0.5,0.4,0.4,0.5,0.4,"","1/5/2021",137.1,"1/9/2021",26,0.8104,0.1896,NA,"2/18/2021",2,0.4272,955.4635,20.9315,3.969504012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"99","MA-10-2020","MA-20-10","MA-10-20","MA-20-10","8/10/2020","9/24/2020",61.73588,-145.72941806,"MA",2.472,49.4,NA,9.2,NA,15.8,NA,5,34.3,"M","0.008","2-D2 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.264,"2-C2 one missing oto","N","Y","","Y","Y",0.002,0.3,"0.4",0.3,0.4,0.4,0.4,0.6,0.4,"","1/5/2021",138.8,"1/9/2021",25.4,0.817,0.183,NA,"2/18/2021",4,0.4258,923.3249,18.8246,3.44484755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"100","SA-1-2020","SA-20-1","SA-1-20","SA-20-1","8/11/2020","9/24/2020",61.73588,-145.72941806,"SA",1.95,45,NA,7.6,NA,14.8,NA,4.2,32.7,"","0.012","2-C4",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.804,"2-B8 ","N","Y","","Y","Y",0.008,NA,"",NA,NA,NA,NA,NA,NA,"","1/23/2021",125.8,"1/28/2021",24.3,0.8068,0.1932,NA,"2/23/2021",2,0.3022,955.4635,20.365,3.933779809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"101","SA-2-2020","SA-20-2","SA-2-20","SA-20-2","8/11/2020","9/24/2020",61.73953006,-145.96851937,"SA",1.926,44.9,NA,7.8,NA,15.3,NA,4.5,NA,"M","0.016","2-D4 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.798,"2-C4 ","N","","","Y","Y",0.006,0.3,"0.6",0.5,0.4,0.5,0.4,0.7,0.6,"","1/23/2020",85.5,"1/28/2021",15.2,0.8222,0.1778,NA,"2/23/2021",4,0.3158,923.3249,19.5469,3.475004444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
