"","Fish_ID_Revised","Collection_Date","Processing_Date","Col_Location_Lat","Col_Location_Long","site","Fish_Wt","Fish_Leng_1","Fish_Leng_1_tape","Fish_Leng_2","Fish_Leng_2_tape","Fish_Ht","Fish_Ht_tape","Fish_Wdth","Fish_Grth","Sex","Gonad_Wt","Fem_Fecun_1_num","Fem_Fecun_1_wt","Fem_Fecun_2_num","Fem_Fecun_2_wt","Fem_Fecun_3_num","Fem_Fecun_3_wt","Fem_Egg_Sz_1","Fem_Egg_Sz_2","Fem_Egg_Sz_3","Carcass.guts_Wt","Gonad_Saved_wt","Fat_Meter_1._L","Fat_Meter_1._R","Fat_Meter_2._L","Fat_Meter_2._R","Fat_Meter_3._L","Fat_Meter_3._R","Fat_Meter_4._L","Fat_Meter_4._R","Date_LabDryStart","Fish.BagWt_g","Date_LabDryFinal","DryFish.BagWt_g","Pwater","Pdry","Date_BCProcess","Bomb_ID_1","Bomb_PelletWt_g_1","EE_Value_1","EnergyDensity_mJ.kg_1","EnergyPDry_2","Arena1","arena2","ascv","c_b_cys","ce_sha","cov","ctv","de_sal","fa_mar","fl_psy","ic_hof","ic_mul","ihnv","lo_sal","my_arc","my_ins","na_sal","ne_per","pa_kab","pa_min","pa_pse","pa_ther","pisck_sal","prv","pspv","reov","rlo","sch","smallUK","sp_des","te_bry","te_mar","toti","ven","vhsv","vi_ang","vi_sal","path_richness","sc_bodymass","totalE","PC1_scores"
"31","MN-9-2019","7/26/2019","8/6/2019",62.94958,-143.35984,"MN",1.46,45.7,47.1,4.7,5.7,9.5,13.2,4.4,24.6,"F",NA,40,4.8765,NA,NA,NA,NA,5.6,NA,NA,1.276,NA,0.6,0.4,0.5,0.5,0.5,0.6,0.5,0.5,"11/15/2019",117.9,"11/21/2019",24.2,0.7947,0.2053,"12/11/2019",4,0.3879,923.3249,21.2445,4.360618321,0,0,0,2259451.032,0,0,0,0,0,79041.39622,0,0,1963.052012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.543024903400534,31.01697,-1.40483286641092
"32","MN-10-2019","7/26/2019","8/6/2019",62.94958,-143.35984,"MN",1.36,40.7,42.1,4.5,4.9,6.5,11.2,4.1,24.2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23,NA,0.5,0.4,0.5,0.5,0.5,0.5,0.9,0.7,"11/15/2019",99.9,"11/21/2019",20.7,0.7928,0.2072,"12/18/2019",4,0.3387,923.3249,21.1605,4.384608108,0,0,0,184593.8553,0,0,0,0,0,34733.31135,0,0,28380.98918,294.2698849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.081551454168922,28.77828,1.78439481021724
"49","SA-1-2019","8/20/2019","9/3/2019",61.73953006,-145.96851937,"SA",0.978,40.4,41,3,3.8,9.6,9.7,3.7,22.8,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932,NA,0.6,0.4,0.4,0.5,0.5,0.5,0.4,0.4,"12/18/2019",51.3,"12/31/2019",10.3,0.7992,0.2008,"2/5/2020",2,0.3134,923.1981,20.4384,4.103616374,0,0,0,5627857.257,0,0,0,0,0,2563772.957,0,205.9152588,289.204983,2799524.173,0,0,0,0,0,0,1388.946418,0,0,0,0,0,0,0,0,835.7360477,0,0,0,0,0,0,0,7,-0.25697396437691,19.9887552,1.598861808188
"50","SA-2-2019","8/20/2019","9/1/2019",61.73953006,-145.96851937,"SA",1.096,43.4,43.6,4,4.6,8.8,9.2,4.3,21.5,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.018,NA,0.6,0.6,0.8,0.5,0.8,0.7,0.5,0.5,"12/18/2019",125.1,"12/31/2019",26.5,0.7882,0.2118,"2/5/2020",4,0.2448,923.3249,19.656,4.163741007,0,0,0,4317133.49,0,0,0,0,0,22707091.37,0,44050.49583,8331484.708,5441.418464,0,0,0,0,0,145.2557608,39.17907263,0,0,0,0,0,0,0,0,14299.45974,0,0,0,0,0,0,0,8,-0.573719778918584,21.542976,1.36414277700226
"51","SA-4-2019","8/20/2019","9/3/2019",61.73953006,-145.96851937,"SA",2.568,46.4,47.5,8.3,8.6,15.1,15.7,6.2,35.2,"M",0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.348,0.026,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.5,"12/18/2019",130.9,"12/31/2019",28.4,0.783,0.217,"2/6/2020",4,0.1791,923.3249,19.7205,4.278550038,0,0,0,1438294.349,0,0,0,0,0,3637435.37,0,266.580092,42139.19149,119.6382999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6229.714742,0,0,0,0,0,0,0,6,0.463534406539743,50.642244,0.00317735136288385
"52","SA-5-2019","8/20/2019","9/4/2019",61.73953006,-145.96851937,"SA",2.384,48.8,48.5,7.3,6.9,14.7,15.2,6.3,35.1,"M",0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.168,0.024,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,0,0,0,1637866.171,0,0,0,0,0,32472.42697,0,100.8484082,17144.23433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4230.916363,0,0,0,0,0,0,0,5,-0.0682622450935962,NA,0.279179032933155
"53","SA-6-2019","8/20/2019","9/1/2019",61.73953006,-145.96851937,"SA",1.406,42.1,43.4,4.1,4.2,12.3,11.6,4.8,27.5,"F",NA,24,3.2682,NA,NA,NA,NA,5.6,NA,NA,1.168,NA,0.6,0.7,0.7,0.4,0.5,0.5,0.7,0.5,"12/18/2019",88,"12/31/2019",19.2,0.7818,0.2182,"2/6/2020",2,0.2842,923.1981,19.6437,4.285898182,0,0,0,8925508.818,0,0,0,0,0,84727.98829,0,0,0,1885769.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.0753299259505257,27.6190422,2.56482086821773
"54","SA-7-2019","8/20/2019","9/1/2019",61.73953006,-145.96851937,"SA",1.786,43.8,46.2,7,6.1,12.3,12,5.6,28,"M",0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.598,0.038,0.7,0.8,0.7,0.8,0.7,0.8,0.8,0.7,"12/18/2019",123.2,"12/31/2019",29,0.7646,0.2354,"2/6/2020",4,0.2716,923.3249,22.2772,5.243821429,0,0,0,390829.8092,0,0,0,0,0,579277.2899,0,0,3527.096927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0583141124758599,39.7870792,0.845977040748705
"55","SA-8-2019","8/20/2019","9/1/2019",61.73953006,-145.96851937,"SA",1.882,43.7,44.3,6.8,7.1,13.8,14.3,6,34.1,"M",0.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.734,0.03,0.5,0.5,0.4,0.4,0.4,0.5,0.5,0.6,"12/18/2019",112.4,"12/31/2019",19.9,0.823,0.177,"2/6/2020",2,0.3699,923.1981,20.8056,3.683553737,0,0,0,2730468.176,0,0,0,0,0,35110.27581,0,0,980.8670267,138.2991615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625.5969977,0,0,0,0,0,0,0,5,0.168805639627248,39.1561392,3.6242975744756
"56","SA-10-2019","8/20/2019","9/1/2019",61.73953006,-145.96851937,"SA",1.998,46.3,48.7,4.5,4.9,12.8,13,6.3,30.5,"F",NA,39,5.2551,NA,NA,NA,NA,5.6,NA,NA,1.632,NA,0.8,0.4,0.8,0.8,0.5,0.8,0.5,0.6,"12/18/2019",61.1,"12/31/2019",13.2,0.784,0.216,"2/6/2020",2,0.304,923.1981,19.8186,4.281596072,0,0,0,3565581.4,0,0,0,0,0,11440.65029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447.3944929,0,0,0,0,0,0,0,3,-0.0919740663088681,39.5975628,-0.390725408215575
"57","LL-2-2019","8/24/2019","9/4/2019",61.37920879,-143.30712995,"LL",1.814,44.3,45.9,4.6,5.4,10.6,10.2,6.4,26.7,"M",0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.716,0.018,1,0.9,0.8,0.7,0.8,0.7,0.7,0.7,"12/18/2019",129.4,"12/31/2019",35.8,0.7233,0.2767,"2/6/2020",2,0.41,923.1981,23.7683,6.575773879,0,0,0,39064.41333,0,0,0,0,0,4580.908954,0,0,0,0,0,0,0,0,0,0,26.11761637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0138564767189144,43.1156962,0.24639409825549
"58","LL-3-2019","8/24/2019","",61.37920879,-143.30712995,"LL",2.312,47.5,49.3,6,6.7,12.1,12.2,6.9,30.2,"M",0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.164,0.026,1.1,1,0.9,0.8,0.7,0.8,0.7,0.8,"12/18/2019",164.8,"12/31/2019",42.4,0.7427,0.2573,"2/6/2020",4,0.395,923.3249,24.0521,6.18816165,0,0,0,164789.0585,0,0,0,0,0,230.5541197,0,0,0,77.58910181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1934.471301,0,0,0,0,0,0,4,0.0481276078744618,55.6084552,0.413456687348419
"59","LL-4-2019","8/24/2019","9/3/2019",61.37920879,-143.30712995,"LL",2.276,46.2,47,5.8,6,12.8,12.1,6.6,31,"M",0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.168,0.024,1,1.3,0.8,0.9,0.7,0.7,0.7,0.7,"12/18/2019",104.3,"12/31/2019",29.7,0.7152,0.2848,"2/6/2020",2,0.3563,923.1981,24.0087,6.836609684,0,0,0,18850.62657,0,0,0,0,0,712.5208771,0,0,0,9.88354093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.20051746084252,54.6438012,0.693105926312683
"60","LL-5-2019","8/24/2019","9/3/2019",61.37920879,-143.30712995,"LL",2.31,48.2,49.7,5.6,5.8,11.8,11.4,6.6,29.4,"M",0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.172,0.026,1.3,0.9,1.1,1,1.2,0.9,1,1.1,"12/18/2019",91.2,"12/31/2019",26.1,0.7138,0.2862,"2/11/2020",4,0.2979,923.3249,23.4465,6.710018092,0,0,0,31257.86519,0,0,0,0,0,872.9234804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.0553130821852622,54.161415,-0.718562075538817
"62","LL-8-2019","8/24/2019","9/4/2019",61.37920879,-143.30712995,"LL",1.632,43.5,44,3.9,4.3,10.9,10.5,6.2,26.7,"F",0.178,28,2.964,31,2.9445,30,2.3721,4.5,4.5,4.6,1.392,0.096,0.9,0.8,0.7,0.7,0.6,0.7,0.6,0.7,"12/31/2019",58.8,"1/20/2020",15.5,0.7364,0.2636,"2/11/2020",2,0.2955,923.1981,22.8806,6.03145068,0,0,0,124128.6662,0,0,0,0,0,1663012.132,0,0,0,34.2100807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.0522113060699732,37.3411392,-1.78950622063664
"63","LL-9-2019","8/24/2019","9/3/2019",61.37920879,-143.30712995,"LL",1.708,41.7,44.2,3.7,3.7,11,10.8,6.8,27.7,"F",0.14,20,2.084,46,3.0428,19,1.418,4.3,4.1,4.2,1.508,0.07,0.9,1.1,1,0.9,0.8,0.7,1.2,0.9,"12/31/2019",76.3,"1/20/2020",20.5,0.7313,0.2687,"2/11/2020",4,0.3102,923.3249,23.2413,6.244385976,0,0,0,2046.402192,0,0,0,0,0,5920.916002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.284636182655031,39.6961404,-1.24809936188574
"64","LL-10-2019","8/24/2019","9/3/2019",61.37920879,-143.30712995,"LL",2.07,46.4,47.3,3.7,4.2,11.4,11.3,7.2,29.3,"F",0.154,27,2.2199,23,2.1332,29,2.4411,4.2,4.6,4.3,1.818,0.066,1.7,1.6,1.7,1.3,1.4,1,1.4,0.8,"12/31/2019",62.3,"1/20/2020",19.3,0.6902,0.3098,"2/11/2020",2,0.3571,923.1981,24.4298,7.568140289,0,0,0,4975.341497,0,0,0,0,0,1869.37192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2896.562428,0,0,0,0,0,0,3,-0.0344655934602576,50.569686,0.268757597167467
"65","MA-1-2019","8/20/2019","9/4/2019",61.73588,-145.72941806,"MA",1.644,43.6,45.5,3.8,4.1,12,12.2,7.6,28.6,"F",0.266,15,2.4816,20,4.2945,27,4.5288,6.1,6.1,5.9,1.274,0.108,0.6,0.6,0.5,0.5,0.5,0.5,0.6,0.6,"12/31/2019",89,"1/20/2020",19,0.7865,0.2135,"2/11/2020",4,0.4094,923.3249,19.4626,4.154937079,0,0,0,916738.2809,0,0,0,0,0,101722.2948,0,0,149073.4016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47489.42386,0,0,0,0,0,0,0,4,-0.0547028332213626,31.9965144,3.35399652169014
"66","MA-2-2019","8/20/2019","9/3/2019",61.73588,-145.72941806,"MA",1.482,42.6,44.1,4.4,4.3,13,12.5,4.5,27.6,"M",0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.344,0.014,0.5,0.5,0.5,0.4,0.5,0.4,0.4,0.5,"12/31/2019",94.1,"1/20/2020",16.8,0.8215,0.1785,"2/11/2020",2,0.257,923.1981,19.23,3.433198725,0,0,0,191588.7352,0,0,0,0,0,24484.16025,0,0,2691.451555,0,0,0,0,0,0,12.40466809,0,0,0,0,0,0,0,0,0,925.1840592,3792.580456,0,0,0,0,0,0,6,-0.0717875617074713,28.49886,-0.00217501462386125
"67","MA-4-2019","8/20/2019","9/3/2019",61.73588,-145.72941806,"MA",2.414,46.9,48.4,8.3,9.3,14.3,14.7,6.5,33.1,"M",0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.272,0.024,0.5,0.5,0.6,0.4,0.6,0.4,0.5,0.4,"12/31/2019",105.6,"1/20/2020",22.1,0.7907,0.2093,"2/11/2020",2,0.3479,923.1981,21.3625,4.470750473,0,0,0,756640.9241,0,0,0,0,0,5286.280438,0,0,29.92573903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.9884923,0,0,0,0,0,0,0,4,0.237076770782797,51.569075,7.01070609068772
"68","MA-5-2019","8/20/2019","9/3/2019",61.73588,-145.72941806,"MA",1.692,41.1,43.4,3.8,3.9,11.8,11.4,7.4,27.4,"F",0.388,24,2.9165,29,3.4189,27,3.0407,5.8,5.6,5.4,1.256,0.178,0.5,0.6,0.6,0.7,0.6,0.5,0.5,0.6,"12/31/2019",105.6,"1/20/2020",23.2,0.7803,0.2197,"2/11/2020",4,0.3712,923.3249,21.3028,4.680160606,0,0,0,470208.9052,0,0,0,0,0,43622.8894,0,0,9.985335361,315.0420066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.0218481,0,0,0,0,0,0,0,5,0.355585345563366,36.0443376,3.13847622527734
"69","MA-7-2019","8/20/2019","9/3/2019",61.73588,-145.72941806,"MA",2.32,48.8,50.1,5.4,6.7,15,15.8,6.9,35.4,"M",0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.118,0.016,0.4,0.4,0.4,0.3,0.4,0.3,0.4,0.4,"2/5/2020",84.2,"2/11/2020",16.5,0.804,0.196,"2/14/2020",4,0.2717,923.3249,19.0055,3.724355701,0,0,0,5023864.067,0,0,0,0,0,1101730.236,0,38.28562006,21739.85479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5106.623648,0,0,0,0,0,0,0,5,-0.132262245093596,44.09276,2.0987992061494
"70","MA-8-2019","8/20/2019","9/4/2019",61.73588,-145.72941806,"MA",2.14,46.3,47.2,7.8,7.6,14.4,14.6,6.5,34,"M",0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.012,0.012,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,"2/5/2020",80.9,"2/11/2020",16.2,0.7998,0.2002,"2/14/2020",2,0.3651,923.1981,19.7064,3.946151792,0,0,0,4705713.623,0,0,0,0,0,57870.93256,0,0,6447.006247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.65365642,0,0,0,0,0,0,0,4,0.050025933691132,42.171696,-0.112783090118192
"71","MA-9-2019","8/20/2019","9/3/2019",61.73588,-145.72941806,"MA",1.02,41.9,42.3,3.3,3.8,8.3,8.7,4.4,20.4,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954,NA,0.7,0.7,0.4,0.6,0.5,0.8,0.6,0.8,"2/5/2020",106.5,"2/11/2020",19.8,0.8141,0.1859,"2/14/2020",4,0.2813,923.3249,18.7054,3.477623662,0,0,0,3426169.239,0,0,0,0,0,29745415,0,10304.48551,1497163.327,869.1956258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-0.432346871647747,19.079508,0.457771278951721
"72","MA-10-2019","8/20/2019","9/4/2019",61.73588,-145.72941806,"MA",1.452,43.5,43.4,4.6,4.6,10.7,10.8,4.9,26.1,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.368,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"2/5/2020",144.4,"2/11/2020",27.5,0.8096,0.1904,"2/14/2020",2,0.4205,923.1981,19.5387,3.721012812,0,0,0,7964476.562,0,0,0,0,0,271319.2254,0,0,732.7487243,74024.11677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9789.043584,0,0,0,0,0,0,0,5,-0.232211306069973,28.3701924,0.86179918842511
"74","TN-2-2019","9/10/2019","",62.45133,-143.382153,"TN",2.022,46.7,47.6,4.3,5.5,12,13,6,28.2,"F",0.262,38,3.889,45,3.6776,57,6.358,4.9,4.5,4.6,1.668,0.132,0.8,0.8,0.6,0.7,0.7,0.6,0.6,0.7,"2/5/2020",99.4,"2/11/2020",27.8,0.7203,0.2797,"2/14/2020",2,0.3062,923.1981,24.2556,6.783759356,0,0,0,515558.6714,0,0,0,0,0,0,0,0,0,6022.941792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.125940174914426,49.0448232,-0.61767706717348
"75","TN-3-2019","9/10/2019","9/20/2019",62.45133,-143.382153,"TN",1.956,45.08,46.08,4.09,4.05,11.05,13.05,6.01,28,"F",0.296,34,5.41,37,6.597,55,8.8,4.5,4.3,4.6,1.586,0.166,0.8,0.7,0.8,0.8,0.7,0.7,0.7,0.6,"2/5/2020",105.8,"2/11/2020",25.9,0.7552,0.2448,"2/14/2020",4,0.3028,923.3249,22.389,5.480861059,0,0,0,3274429.241,0,0,0,28.56675504,0,2123.497106,0,0,0,0,0,0,0,0,0,0,659.3063892,0,0,0,0,0,0,0,0,0,299.6701948,0,0,0,0,0,0,5,0.042822564938079,43.792884,-2.07256898197511
"76","TN-5-2019","","",62.45133,-143.382153,"TN",2.176,47.08,48.02,5.09,6.03,14.02,15.07,6.04,31.05,"F",NA,53,5.135,NA,NA,NA,NA,4.5,NA,NA,1.816,NA,0.8,0.7,0.6,0.6,0.6,0.6,0.8,0.7,"2/5/2020",92.6,"2/11/2020",20.4,0.7797,0.2203,"2/14/2020",4,0.335,923.3249,20.9433,4.613858747,0,0,0,471187.0735,0,0,0,0,0,1021.363246,0,0,0,1104318.114,0,0,0,0,0,24.98583143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-0.0270079780897032,45.5726208,-0.376214437088911
"77","TN-6-2019","9/10/2019","9/19/2019",62.45133,-143.382153,"TN",3.54,50.02,50.09,9.09,10.02,18.04,20.06,5.05,42.03,"M",0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26,0.03,0.5,0.5,0.4,0.5,0.4,0.5,0.4,0.5,"2/5/2020",122.2,"2/11/2020",24.4,0.8003,0.1997,"2/14/2020",2,0.2394,923.1981,21.7521,4.343299836,0,0,0,904033.8706,0,0,0,8.913916416,0,1199.263896,0,0,0,1021184.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537.1851404,0,0,0,0,0,0,5,0.910941123659456,77.002434,-0.0104251912982837
"78","TN-7-2019","9/10/2019","9/10/2019",62.45133,-143.382153,"TN",2.002,46.04,46.07,7.02,7.02,14.06,16.05,4.07,31.06,"M",0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.876,0.01,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,"2/5/2020",127.6,"2/11/2020",23.7,0.8143,0.1857,"2/14/2020",4,0.4144,923.3249,19.3748,3.598610972,0,0,0,1568424.328,0,0,0,0,0,1683.453188,0,0,3269.168008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.0502960957152569,38.7883496,-1.04801348787333
"79","TN-9-2019","9/10/2019","9/19/2019",62.45133,-143.382153,"TN",2.004,46.07,48.01,6.09,6.07,12.01,14.09,5.03,29.08,"M",0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.898,0.016,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,"2/5/2020",151.1,"2/11/2020",31.1,0.7942,0.2058,"2/14/2020",4,0.4018,923.3249,20.415,4.201896095,0,0,0,1419746.106,0,0,0,0,0.6879286175,14797.89899,0,0,57.17286088,200.5759949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.4251346,0,0,0,0,0,0,0,6,-0.0526435538606736,40.91166,-0.272980928326604
"80","TN-10-2019","9/10/2019","9/19/2019",62.45133,-143.382153,"TN",2.488,47.02,47,8.03,8.01,16.04,18,5.09,36.06,"M",0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,0.6,0.5,0.4,0.4,0.4,0.4,0.4,0.5,"2/5/2020",170.5,"2/11/2020",33.4,0.8041,0.1959,"2/14/2020",2,0.3191,923.1981,21.0252,4.118719531,0,0,0,1086828.828,0,0,0,0,0,8553.175255,0,0,0,4041180.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.293686938201129,52.3106976,0.494298799046307
